order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,7,-42840,20,22,560,550,570,accepted
2,13,-42840,24,28,605,595,615,accepted
3,16,-41400,20,22,603,593,613,accepted
4,22,-41400,23,26,587,577,597,accepted
5,21,-39960,24,30,615,605,625,accepted
6,27,-38520,18,24,508,498,518,accepted
7,4,-37080,11,14,478,468,488,accepted
8,14,-35640,27,29,533,523,543,accepted
9,26,-35640,25,27,577,567,587,accepted
10,29,-35640,18,25,594,584,604,accepted
11,17,-34200,7,15,531,521,541,accepted
12,3,-32760,5,10,498,488,508,accepted
13,1,-31320,23,24,617,607,627,accepted
14,11,-31320,22,30,561,551,571,accepted
15,8,-29880,20,28,464,454,474,rejected
16,19,-29880,24,27,602,592,612,accepted
17,28,-27000,17,22,591,581,601,accepted
18,30,-25560,16,19,585,575,595,accepted
19,24,-24120,17,27,562,552,572,accepted
20,10,-18360,4,10,516,506,526,accepted
21,6,-16920,26,28,568,558,578,rejected
22,9,-14040,18,30,468,458,478,rejected
23,18,-11160,4,7,432,422,442,accepted
24,5,-9720,20,29,504,494,514,accepted
25,15,-9720,19,27,562,552,572,accepted
26,25,-6840,17,29,591,581,601,accepted
27,2,-3960,3,12,511,501,521,accepted
28,12,-3960,21,24,572,562,582,accepted
29,20,-3960,28,29,543,533,553,accepted
30,23,-1080,21,23,564,554,574,accepted
