order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,36,-42840,26,34,451,441,461,accepted
2,2,-41400,30,37,501,491,511,accepted
3,32,-41400,18,21,476,466,486,accepted
4,12,-37080,4,11,413,403,423,accepted
5,25,-37080,43,49,515,505,525,accepted
6,23,-35640,26,44,493,483,503,accepted
7,19,-34200,46,47,492,482,502,accepted
8,38,-34200,43,46,523,513,533,accepted
9,43,-34200,31,38,476,466,486,accepted
10,45,-34200,7,16,456,446,466,accepted
11,27,-32760,6,14,454,444,464,accepted
12,46,-32760,12,16,433,423,443,accepted
13,49,-32760,26,41,452,442,462,accepted
14,50,-32760,28,36,444,434,454,accepted
15,40,-31320,38,49,510,500,520,accepted
16,10,-29880,30,31,501,491,511,accepted
17,44,-29880,44,48,488,478,498,accepted
18,20,-27000,37,47,509,499,519,accepted
19,29,-25560,34,43,465,455,475,accepted
20,31,-25560,39,41,517,507,527,accepted
21,41,-25560,7,16,456,446,466,accepted
22,3,-24120,42,48,515,505,525,accepted
23,22,-24120,27,39,496,486,506,accepted
24,6,-22680,39,40,488,478,498,accepted
25,18,-21240,4,11,436,426,446,accepted
26,47,-21240,39,44,462,452,472,accepted
27,28,-18360,17,23,475,465,485,accepted
28,48,-18360,29,43,499,489,509,accepted
29,15,-15480,27,30,472,462,482,accepted
30,37,-15480,37,38,514,504,524,accepted
31,39,-15480,32,35,479,469,489,accepted
32,16,-12600,28,33,497,487,507,accepted
33,42,-12600,28,46,415,405,425,rejected
34,5,-11160,33,45,444,434,454,accepted
35,11,-11160,28,44,497,487,507,accepted
36,13,-11160,18,25,476,466,486,accepted
37,24,-11160,29,44,457,447,467,accepted
38,34,-11160,28,37,497,487,507,accepted
39,8,-9720,31,39,488,478,498,accepted
40,9,-9720,43,45,520,510,530,accepted
41,14,-9720,33,50,506,496,516,accepted
42,35,-9720,36,48,457,447,467,accepted
43,4,-6840,42,44,441,431,451,rejected
44,17,-6840,31,32,456,446,466,accepted
45,7,-5400,35,39,461,451,471,accepted
46,30,-5400,33,48,437,427,447,accepted
47,21,-3960,30,44,499,489,509,accepted
48,1,-2520,30,38,501,491,511,accepted
49,26,-2520,10,19,462,452,472,accepted
50,33,-2520,33,48,469,459,479,accepted
