order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,0,-3891,40,45,421,416.0,426.0,accepted
2,1,-3835,36,43,467,462.0,472.0,accepted
3,2,-3835,28,34,474,469.0,479.0,accepted
4,3,-3814,33,34,479,474.0,484.0,accepted
5,4,-3781,32,48,514,509.0,519.0,accepted
6,5,-3772,28,44,490,485.0,495.0,accepted
7,6,-3674,30,37,508,503.0,513.0,accepted
8,7,-3663,41,44,527,522.0,532.0,accepted
9,8,-3636,38,42,504,499.0,509.0,accepted
10,9,-3503,39,40,489,484.0,494.0,accepted
11,10,-3419,35,46,460,455.0,465.0,accepted
12,11,-3348,36,50,497,492.0,502.0,accepted
13,12,-3345,4,11,427,422.0,432.0,accepted
14,13,-3315,26,41,484,479.0,489.0,accepted
15,14,-3270,35,38,511,506.0,516.0,rejected
16,15,-3269,30,49,502,497.0,507.0,accepted
17,16,-3187,31,38,483,478.0,488.0,accepted
18,17,-3181,35,40,473,468.0,478.0,rejected
19,18,-3131,26,34,458,453.0,463.0,accepted
20,19,-3084,29,31,506,501.0,511.0,rejected
21,20,-3049,28,33,510,505.0,515.0,accepted
22,21,-3026,1,18,457,452.0,462.0,accepted
23,22,-3001,14,24,464,459.0,469.0,accepted
24,23,-2996,36,40,498,493.0,503.0,accepted
25,24,-2955,31,43,445,440.0,450.0,accepted
26,25,-2913,30,44,483,478.0,488.0,rejected
27,26,-2873,4,17,477,472.0,482.0,accepted
28,27,-2852,19,24,489,484.0,494.0,rejected
29,28,-2727,17,23,450,445.0,455.0,accepted
30,29,-2714,37,44,499,494.0,504.0,accepted
31,30,-2658,30,38,499,494.0,504.0,accepted
32,31,-2644,43,45,518,513.0,523.0,accepted
33,32,-2631,27,41,504,499.0,509.0,accepted
34,33,-2610,20,22,398,393.0,403.0,accepted
35,34,-2606,31,39,511,506.0,516.0,rejected
36,35,-2566,30,39,480,475.0,485.0,rejected
37,36,-2468,33,50,502,497.0,507.0,accepted
38,37,-2420,1,23,450,445.0,455.0,accepted
39,38,-2345,42,44,448,443.0,453.0,accepted
40,39,-2333,41,47,475,470.0,480.0,accepted
41,40,-2315,30,48,476,471.0,481.0,accepted
42,41,-2277,33,45,444,439.0,449.0,accepted
43,42,-2230,31,40,500,495.0,505.0,rejected
44,43,-2121,18,25,494,489.0,499.0,rejected
45,44,-2119,11,15,450,445.0,455.0,rejected
46,45,-1998,28,29,467,462.0,472.0,rejected
47,46,-1991,37,40,419,414.0,424.0,rejected
48,47,-1901,27,38,503,498.0,508.0,accepted
49,48,-1871,31,40,481,476.0,486.0,accepted
50,49,-1754,6,11,481,476.0,486.0,rejected
51,50,-1681,6,12,478,473.0,483.0,rejected
52,51,-1667,11,22,448,443.0,453.0,rejected
53,52,-1602,10,13,417,412.0,422.0,rejected
54,53,-1599,14,21,467,462.0,472.0,accepted
55,54,-1471,7,13,460,455.0,465.0,rejected
56,55,-1438,36,43,501,496.0,506.0,accepted
57,56,-1358,42,48,523,518.0,528.0,accepted
58,57,-1339,33,48,424,419.0,429.0,accepted
59,58,-1306,41,46,507,502.0,512.0,rejected
60,59,-1280,30,41,405,400.0,410.0,accepted
61,60,-1228,33,39,460,455.0,465.0,rejected
62,61,-1226,5,14,478,473.0,483.0,rejected
63,62,-1224,40,41,435,430.0,440.0,accepted
64,63,-1089,37,43,494,489.0,499.0,rejected
65,64,-1047,31,47,507,502.0,512.0,rejected
66,65,-1038,27,32,507,502.0,512.0,accepted
67,66,-1026,35,36,455,450.0,460.0,rejected
68,67,-992,34,38,458,453.0,463.0,accepted
69,68,-960,42,43,507,502.0,512.0,rejected
70,69,-940,39,47,510,505.0,515.0,accepted
