order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,0,-3828,44,46,483,478,488,accepted
2,1,-3805,34,47,428,423,433,accepted
3,2,-3761,39,50,526,521,531,accepted
4,3,-3590,31,36,467,462,472,accepted
5,4,-3586,47,48,504,499,509,accepted
6,5,-3529,33,44,491,486,496,accepted
7,6,-3420,18,24,434,429,439,accepted
8,7,-3371,39,40,525,520,530,accepted
9,8,-3357,33,50,478,473,483,accepted
10,9,-3270,35,38,511,506,516,accepted
11,10,-3160,33,48,435,430,440,accepted
12,11,-3140,9,25,417,412,422,accepted
13,12,-3136,43,44,497,492,502,accepted
14,13,-3108,32,36,481,476,486,accepted
15,14,-3042,30,41,503,498,508,accepted
16,15,-3038,37,47,487,482,492,accepted
17,16,-2853,17,20,413,408,418,accepted
18,17,-2839,30,49,421,416,426,accepted
19,18,-2794,32,41,500,495,505,accepted
20,19,-2624,8,16,460,455,465,accepted
21,20,-2586,26,35,476,471,481,accepted
22,21,-2498,29,43,477,472,482,accepted
23,22,-2416,38,42,521,516,526,accepted
24,23,-2377,6,16,458,453,463,accepted
25,24,-2345,42,44,448,443,453,accepted
26,25,-2334,34,43,428,423,433,accepted
27,26,-2318,38,41,458,453,463,rejected
28,27,-2246,5,19,466,461,471,accepted
29,28,-2134,33,35,474,469,479,rejected
30,29,-2061,17,23,476,471,481,accepted
31,30,-2024,45,48,506,501,511,accepted
32,31,-2006,38,49,516,511,521,accepted
33,32,-1977,16,19,485,480,490,accepted
34,33,-1877,26,31,483,478,488,rejected
35,34,-1876,36,47,460,455,465,rejected
36,35,-1768,48,49,515,510,520,accepted
37,36,-1754,6,11,481,476,486,rejected
38,37,-1478,5,20,459,454,464,accepted
39,38,-1419,30,38,511,506,516,accepted
40,39,-1417,42,46,504,499,509,rejected
41,40,-1324,33,49,450,445,455,rejected
42,41,-1306,41,46,507,502,512,rejected
43,42,-1285,9,16,451,446,456,rejected
44,43,-1228,33,39,460,455,465,rejected
45,44,-1220,46,49,459,454,464,rejected
46,45,-1158,36,49,478,473,483,rejected
47,46,-1151,29,44,487,482,492,accepted
48,47,-1151,18,20,413,408,418,accepted
49,48,-1119,35,41,502,497,507,accepted
50,49,-1068,27,39,480,475,485,accepted
