order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,33,-42840,43,44,487,482,492,accepted
2,39,-42840,47,53,529,524,534,accepted
3,47,-42840,15,17,469,464,474,accepted
4,7,-39960,15,16,469,464,474,accepted
5,54,-39960,53,60,566,561,571,accepted
6,8,-37080,37,40,507,502,512,accepted
7,36,-37080,7,16,449,444,454,accepted
8,50,-35640,53,57,574,569,579,accepted
9,58,-34200,20,22,483,478,488,accepted
10,27,-31320,49,53,524,519,529,accepted
11,60,-31320,47,53,492,487,497,accepted
12,5,-29880,42,57,488,483,493,accepted
13,15,-29880,19,29,480,475,485,accepted
14,46,-29880,39,57,495,490,500,accepted
15,43,-28440,35,56,495,490,500,accepted
16,22,-27000,14,18,466,461,471,accepted
17,18,-25560,3,17,418,413,423,accepted
18,23,-25560,34,54,520,515,525,accepted
19,1,-24120,21,28,479,474,484,accepted
20,41,-24120,47,54,559,554,564,accepted
21,51,-24120,16,20,472,467,477,accepted
22,2,-22680,40,52,536,531,541,accepted
23,11,-22680,16,22,400,395,405,accepted
24,55,-22680,35,38,489,484,494,accepted
25,3,-21240,45,53,552,547,557,accepted
26,14,-21240,43,60,543,538,548,rejected
27,31,-21240,55,56,507,502,512,accepted
28,49,-21240,3,15,439,434,444,rejected
29,37,-19800,36,59,526,521,531,accepted
30,6,-18360,5,29,444,439,449,rejected
31,48,-18360,45,48,503,498,508,accepted
32,53,-16920,10,29,456,451,461,rejected
33,56,-16920,34,54,520,515,525,accepted
34,12,-14040,42,50,541,536,546,rejected
35,17,-14040,45,58,536,531,541,rejected
36,24,-14040,42,44,541,536,546,accepted
37,30,-14040,5,20,444,439,449,rejected
38,45,-14040,10,29,456,451,461,rejected
39,59,-14040,35,55,523,518,528,rejected
40,19,-12600,48,54,521,516,526,accepted
41,29,-12600,32,46,516,511,521,rejected
42,35,-12600,40,52,510,505,515,accepted
43,4,-11160,14,21,466,461,471,accepted
44,25,-11160,36,42,522,517,527,accepted
45,16,-9720,32,51,516,511,521,rejected
46,28,-9720,41,43,466,461,471,accepted
47,38,-9720,25,28,469,464,474,accepted
48,40,-9720,50,52,495,490,500,accepted
49,10,-6840,1,5,434,429,439,rejected
50,26,-6840,39,55,533,528,538,accepted
51,34,-6840,10,15,456,451,461,rejected
52,42,-6840,36,47,521,516,526,rejected
53,44,-6840,41,57,538,533,543,rejected
54,52,-6840,46,53,546,541,551,rejected
55,20,-5400,52,58,499,494,504,accepted
56,57,-5400,35,53,469,464,474,accepted
57,9,-2520,19,25,480,475,485,accepted
58,13,-2520,31,34,444,439,449,accepted
59,32,-2520,5,16,444,439,449,rejected
60,21,-1080,42,55,498,493,503,accepted
