order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,36,-42840,21,27,421,411,431,accepted
2,2,-41400,24,30,445,435,455,accepted
3,32,-41400,14,17,427,417,437,accepted
4,12,-37080,4,9,395,385,405,accepted
5,25,-37080,34,39,463,453,473,accepted
6,23,-35640,21,35,441,431,451,accepted
7,19,-34200,37,38,448,438,458,accepted
8,38,-34200,34,36,464,454,474,accepted
9,27,-32760,5,12,411,401,421,accepted
10,40,-31320,31,39,458,448,468,accepted
11,10,-29880,24,25,445,435,455,accepted
12,20,-27000,30,37,455,445,465,accepted
13,29,-25560,27,34,430,420,440,accepted
14,31,-25560,32,33,461,451,471,accepted
15,3,-24120,33,38,463,453,473,accepted
16,22,-24120,22,31,443,433,453,accepted
17,6,-22680,31,32,445,435,455,accepted
18,18,-21240,4,9,410,400,420,accepted
19,28,-18360,14,19,427,417,437,accepted
20,15,-15480,22,24,435,425,445,accepted
21,37,-15480,30,31,455,445,465,accepted
22,39,-15480,26,28,440,430,450,accepted
23,16,-12600,22,27,443,433,453,accepted
24,5,-11160,27,36,416,406,426,accepted
25,11,-11160,22,35,443,433,453,accepted
26,13,-11160,14,20,427,417,437,accepted
27,24,-11160,23,36,424,414,434,accepted
28,34,-11160,23,30,444,434,454,accepted
29,8,-9720,25,32,445,435,455,accepted
30,9,-9720,34,36,464,454,474,accepted
31,14,-9720,27,40,449,439,459,accepted
32,35,-9720,29,38,425,415,435,accepted
33,4,-6840,34,35,421,411,431,accepted
34,17,-6840,25,26,424,414,434,accepted
35,7,-5400,28,31,428,418,438,accepted
36,30,-5400,27,38,412,402,422,accepted
37,21,-3960,24,36,445,435,455,accepted
38,1,-2520,24,30,445,435,455,accepted
39,26,-2520,9,15,416,406,426,accepted
40,33,-2520,27,38,432,422,442,accepted
