vehicle,trip,stop,arrival,departure,stop_type
1,1,1,360,361,mandatory
1,1,7,366,367,mandatory
1,1,10,371,372,mandatory
1,1,11,374,375,mandatory
1,1,12,377,378,mandatory
1,1,14,380,381,mandatory
1,1,17,386,387,mandatory
1,1,19,390,391,mandatory
1,1,20,393,394,mandatory
1,1,21,422,423,mandatory
1,1,23,424,425,optional
1,1,25,427,428,optional
1,1,26,429,430,optional
1,1,27,431,432,mandatory
1,1,28,434,435,optional
1,1,30,438,439,mandatory
1,1,31,441,442,mandatory
1,1,32,444,445,mandatory
1,1,34,447,448,mandatory
1,1,36,451,452,optional
1,1,37,454,455,mandatory
1,1,38,457,458,optional
1,1,39,460,461,mandatory
1,1,40,463,464,mandatory
2,1,1,360,361,mandatory
2,1,7,366,367,mandatory
2,1,10,371,372,mandatory
2,1,11,374,375,mandatory
2,1,12,377,378,mandatory
2,1,14,380,381,mandatory
2,1,17,386,387,mandatory
2,1,19,390,391,mandatory
2,1,20,393,394,mandatory
2,1,21,403,404,mandatory
2,1,27,411,412,mandatory
2,1,29,415,416,optional
2,1,30,418,419,mandatory
2,1,31,421,422,mandatory
2,1,32,424,425,mandatory
2,1,34,427,428,mandatory
2,1,35,429,430,optional
2,1,36,432,433,optional
2,1,37,435,436,mandatory
2,1,38,438,439,optional
2,1,39,441,442,mandatory
2,1,40,444,445,mandatory
3,1,1,397,398,mandatory
3,1,4,401,402,optional
3,1,5,403,404,optional
3,1,7,406,407,mandatory
3,1,9,409,410,optional
3,1,10,412,413,mandatory
3,1,11,415,416,mandatory
3,1,12,418,419,mandatory
3,1,14,421,422,mandatory
3,1,15,423,424,optional
3,1,17,428,429,mandatory
3,1,19,432,433,mandatory
3,1,20,435,436,mandatory
3,1,21,436,437,mandatory
3,1,22,438,439,optional
3,1,23,440,441,optional
3,1,24,442,443,optional
3,1,25,445,446,optional
3,1,27,447,448,mandatory
3,1,30,452,453,mandatory
3,1,31,455,456,mandatory
3,1,32,458,459,mandatory
3,1,33,460,461,optional
3,1,34,462,463,mandatory
3,1,35,464,465,optional
3,1,36,467,468,optional
3,1,37,470,471,mandatory
3,1,38,473,474,optional
3,1,39,476,477,mandatory
3,1,40,479,480,mandatory
