order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,2,-41400,18,22,594,589,599,accepted
2,12,-37080,3,7,448,443,453,accepted
3,25,-37080,26,29,618,613,623,accepted
4,23,-35640,16,26,585,580,590,accepted
5,19,-34200,28,29,580,575,585,accepted
6,27,-32760,4,9,516,511,521,accepted
7,10,-29880,18,19,594,589,599,accepted
8,20,-27000,23,28,609,604,614,accepted
9,29,-25560,20,26,535,530,540,accepted
10,3,-24120,25,29,618,613,623,accepted
11,22,-24120,17,23,591,586,596,accepted
12,6,-22680,24,25,573,568,578,accepted
13,18,-21240,3,7,487,482,492,accepted
14,28,-18360,10,14,550,545,555,accepted
15,15,-15480,17,18,547,542,552,accepted
16,16,-12600,17,20,591,586,596,accepted
17,5,-11160,20,27,499,494,504,rejected
18,11,-11160,17,26,591,586,596,accepted
19,13,-11160,11,15,555,550,560,accepted
20,24,-11160,18,27,521,516,526,accepted
21,8,-9720,19,24,573,568,578,rejected
22,9,-9720,26,27,626,621,631,accepted
23,14,-9720,20,30,603,598,608,accepted
24,4,-6840,26,27,495,490,500,rejected
25,17,-6840,19,20,520,515,525,rejected
26,7,-5400,21,23,529,524,534,rejected
27,30,-5400,20,29,489,484,494,rejected
28,21,-3960,18,27,591,586,596,accepted
29,1,-2520,18,23,594,589,599,accepted
30,26,-2520,7,11,531,526,536,accepted
