vehicle,trip,stop,arrival,departure,stop_type
1,1,1,360,361,mandatory
1,1,5,378,379,mandatory
1,1,8,391,392,mandatory
1,1,9,399,400,mandatory
1,1,10,404,405,mandatory
1,1,14,427,428,mandatory
1,1,15,438,439,mandatory
1,1,16,517,518,mandatory
1,1,18,525,526,optional
1,1,20,533,534,mandatory
1,1,23,547,548,mandatory
1,1,24,554,555,mandatory
1,1,25,558,559,mandatory
1,1,26,562,563,optional
1,1,27,567,568,optional
1,1,28,574,575,optional
1,1,29,581,582,mandatory
1,1,30,591,592,mandatory
2,1,1,439,440,mandatory
2,1,3,447,448,optional
2,1,5,456,457,mandatory
2,1,7,465,466,optional
2,1,8,472,473,mandatory
2,1,9,480,481,mandatory
2,1,10,485,486,mandatory
2,1,14,508,509,mandatory
2,1,15,519,520,mandatory
2,1,16,535,536,mandatory
2,1,17,541,542,optional
2,1,18,545,546,optional
2,1,20,553,554,mandatory
2,1,23,567,568,mandatory
2,1,24,574,575,mandatory
2,1,25,578,579,mandatory
2,1,29,597,598,mandatory
2,1,30,607,608,mandatory
3,1,1,478,479,mandatory
3,1,3,486,487,optional
3,1,5,495,496,mandatory
3,1,7,504,505,optional
3,1,8,511,512,mandatory
3,1,9,519,520,mandatory
3,1,10,524,525,mandatory
3,1,14,547,548,mandatory
3,1,15,558,559,mandatory
3,1,16,577,578,mandatory
3,1,18,585,586,optional
3,1,20,593,594,mandatory
3,1,23,607,608,mandatory
3,1,24,614,615,mandatory
3,1,25,618,619,mandatory
3,1,26,622,623,optional
3,1,27,627,628,optional
3,1,28,634,635,optional
3,1,29,641,642,mandatory
3,1,30,651,652,mandatory
4,1,1,501,502,mandatory
4,1,4,514,515,optional
4,1,5,520,521,mandatory
4,1,7,529,530,optional
4,1,8,536,537,mandatory
4,1,9,544,545,mandatory
4,1,10,549,550,mandatory
4,1,11,554,555,optional
4,1,14,569,570,mandatory
4,1,15,580,581,mandatory
4,1,16,583,584,mandatory
4,1,17,589,590,optional
4,1,18,593,594,optional
4,1,19,599,600,optional
4,1,20,604,605,mandatory
4,1,22,612,613,optional
4,1,23,618,619,mandatory
4,1,24,625,626,mandatory
4,1,25,629,630,mandatory
4,1,26,633,634,optional
4,1,29,646,647,mandatory
4,1,30,656,657,mandatory
