order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,7,-42840,38,44,520,510,530,accepted
2,13,-42840,47,56,556,546,566,accepted
3,16,-41400,40,43,536,526,546,accepted
4,22,-41400,45,52,542,532,552,accepted
5,51,-41400,55,57,507,497,517,accepted
6,59,-41400,36,41,494,484,504,accepted
7,21,-39960,48,60,562,552,572,accepted
8,35,-39960,41,58,519,509,529,accepted
9,49,-39960,5,29,444,434,454,accepted
10,50,-39960,42,44,541,531,551,accepted
11,27,-38520,35,48,479,469,489,accepted
12,4,-37080,21,29,454,444,464,accepted
13,14,-35640,53,58,502,492,512,accepted
14,26,-35640,50,53,534,524,544,accepted
15,29,-35640,35,49,523,513,533,accepted
16,17,-34200,13,29,462,452,472,accepted
17,39,-34200,28,30,448,438,458,accepted
18,47,-34200,31,53,469,459,479,accepted
19,60,-34200,16,18,449,439,459,accepted
20,3,-32760,10,19,456,446,466,accepted
21,1,-31320,46,48,555,545,565,accepted
22,11,-31320,43,59,521,511,531,accepted
23,32,-31320,34,44,520,510,530,accepted
24,36,-31320,46,52,555,545,565,accepted
25,53,-31320,15,28,469,459,479,accepted
26,54,-31320,33,57,518,508,528,accepted
27,8,-29880,40,56,464,454,474,accepted
28,19,-29880,47,53,554,544,564,accepted
29,55,-28440,26,30,488,478,498,accepted
30,58,-28440,36,54,526,516,536,accepted
31,28,-27000,33,44,518,508,528,accepted
32,30,-25560,32,38,516,506,526,accepted
33,31,-25560,37,60,489,479,499,accepted
34,24,-24120,33,54,518,508,528,accepted
35,37,-22680,57,58,513,503,523,accepted
36,42,-21240,39,41,499,489,509,accepted
37,10,-18360,8,20,451,441,461,accepted
38,6,-16920,52,55,527,517,537,accepted
39,33,-15480,39,46,529,519,539,accepted
40,9,-14040,36,59,454,444,464,accepted
41,56,-12600,1,27,434,424,444,accepted
42,18,-11160,8,13,418,408,428,accepted
43,34,-11160,1,18,434,424,444,accepted
44,5,-9720,40,58,475,465,485,accepted
45,15,-9720,38,53,522,512,532,accepted
46,38,-9720,11,23,458,448,468,accepted
47,41,-9720,4,30,441,431,451,accepted
48,45,-9720,35,53,523,513,533,accepted
49,57,-8280,53,60,574,564,584,accepted
50,25,-6840,34,57,520,510,530,accepted
51,40,-5400,37,55,473,463,483,accepted
52,43,-5400,6,22,446,436,456,accepted
53,2,-3960,6,23,446,436,456,accepted
54,12,-3960,41,47,530,520,540,accepted
55,20,-3960,57,59,513,503,523,accepted
56,52,-3960,24,26,491,481,501,accepted
57,48,-2520,23,30,489,479,499,accepted
58,23,-1080,41,46,523,513,533,accepted
59,44,-1080,47,55,487,477,497,accepted
60,46,-1080,39,41,531,521,541,accepted
