vehicle,trip,stop,arrival,departure,stop_type
1,1,1,360,361,mandatory
1,1,4,367,368,mandatory
1,1,6,372,373,mandatory
1,1,9,378,379,mandatory
1,1,12,384,385,mandatory
1,1,14,390,391,mandatory
1,1,17,399,400,mandatory
1,1,19,404,405,mandatory
1,1,22,409,410,mandatory
1,1,25,417,418,mandatory
1,1,27,423,424,mandatory
1,1,30,434,435,mandatory
1,1,31,443,444,mandatory
1,1,33,449,450,optional
1,1,34,452,453,mandatory
1,1,35,455,456,optional
1,1,36,459,460,mandatory
1,1,39,465,466,mandatory
1,1,42,471,472,mandatory
1,1,44,477,478,mandatory
1,1,47,485,486,mandatory
1,1,48,488,489,optional
1,1,49,491,492,mandatory
1,1,51,496,497,optional
1,1,52,499,500,mandatory
1,1,53,502,503,optional
1,1,54,505,506,optional
1,1,55,509,510,mandatory
1,1,57,515,516,mandatory
1,1,58,520,521,optional
1,1,60,528,529,mandatory
2,1,1,360,361,mandatory
2,1,4,367,368,mandatory
2,1,6,372,373,mandatory
2,1,9,378,379,mandatory
2,1,12,384,385,mandatory
2,1,14,390,391,mandatory
2,1,17,399,400,mandatory
2,1,19,404,405,mandatory
2,1,22,409,410,mandatory
2,1,25,417,418,mandatory
2,1,27,423,424,mandatory
2,1,30,434,435,mandatory
2,1,31,469,470,mandatory
2,1,33,475,476,optional
2,1,34,478,479,mandatory
2,1,36,484,485,mandatory
2,1,38,488,489,optional
2,1,39,491,492,mandatory
2,1,40,494,495,optional
2,1,42,499,500,mandatory
2,1,44,505,506,mandatory
2,1,47,513,514,mandatory
2,1,49,518,519,mandatory
2,1,50,521,522,optional
2,1,51,524,525,optional
2,1,52,527,528,mandatory
2,1,54,531,532,optional
2,1,55,535,536,mandatory
2,1,56,539,540,optional
2,1,57,542,543,mandatory
2,1,58,547,548,optional
2,1,60,555,556,mandatory
3,1,1,361.99,362.99,mandatory
3,1,4,368.99,369.99,mandatory
3,1,6,373.99,374.99,mandatory
3,1,9,379.99,380.99,mandatory
3,1,10,382.99,383.99,optional
3,1,12,387.99,388.99,mandatory
3,1,14,393.99,394.99,mandatory
3,1,17,402.99,403.99,mandatory
3,1,19,407.99,408.99,mandatory
3,1,22,412.99,413.99,mandatory
3,1,25,420.99,421.99,mandatory
3,1,27,426.99,427.99,mandatory
3,1,28,430.99,431.99,optional
3,1,30,437.99,438.99,mandatory
3,1,31,482,483,mandatory
3,1,34,489,490,mandatory
3,1,35,492,493,optional
3,1,36,496,497,mandatory
3,1,39,502,503,mandatory
3,1,40,505,506,optional
3,1,42,510,511,mandatory
3,1,44,516,517,mandatory
3,1,46,521,522,optional
3,1,47,526,527,mandatory
3,1,48,529,530,optional
3,1,49,532,533,mandatory
3,1,52,537,538,mandatory
3,1,53,540,541,optional
3,1,55,545,546,mandatory
3,1,57,551,552,mandatory
3,1,59,558,559,optional
3,1,60,563,564,mandatory
4,1,1,418,419,mandatory
4,1,4,425,426,mandatory
4,1,5,428,429,optional
4,1,6,431,432,mandatory
4,1,9,437,438,mandatory
4,1,11,441,442,optional
4,1,12,444,445,mandatory
4,1,13,446,447,optional
4,1,14,451,452,mandatory
4,1,16,456,457,optional
4,1,17,460,461,mandatory
4,1,19,465,466,mandatory
4,1,22,470,471,mandatory
4,1,25,478,479,mandatory
4,1,27,484,485,mandatory
4,1,30,495,496,mandatory
4,1,31,498,499,mandatory
4,1,33,504,505,optional
4,1,34,507,508,mandatory
4,1,35,510,511,optional
4,1,36,514,515,mandatory
4,1,37,517,518,optional
4,1,39,522,523,mandatory
4,1,42,528,529,mandatory
4,1,44,534,535,mandatory
4,1,45,538,539,optional
4,1,46,542,543,optional
4,1,47,547,548,mandatory
4,1,48,550,551,optional
4,1,49,553,554,mandatory
4,1,51,558,559,optional
4,1,52,561,562,mandatory
4,1,55,569,570,mandatory
4,1,57,575,576,mandatory
4,1,60,584,585,mandatory
5,1,1,427.99,428.99,mandatory
5,1,4,434.99,435.99,mandatory
5,1,6,439.99,440.99,mandatory
5,1,7,442.99,443.99,optional
5,1,8,445.99,446.99,optional
5,1,9,448.99,449.99,mandatory
5,1,12,454.99,455.99,mandatory
5,1,14,460.99,461.99,mandatory
5,1,17,469.99,470.99,mandatory
5,1,19,474.99,475.99,mandatory
5,1,20,477.99,478.99,optional
5,1,21,480.99,481.99,optional
5,1,22,482.99,483.99,mandatory
5,1,25,490.99,491.99,mandatory
5,1,27,496.99,497.99,mandatory
5,1,28,500.99,501.99,optional
5,1,30,507.99,508.99,mandatory
5,1,31,509,510,mandatory
5,1,34,516,517,mandatory
5,1,35,519,520,optional
5,1,36,523,524,mandatory
5,1,37,526,527,optional
5,1,39,531,532,mandatory
5,1,42,537,538,mandatory
5,1,44,543,544,mandatory
5,1,45,547,548,optional
5,1,46,551,552,optional
5,1,47,556,557,mandatory
5,1,49,561,562,mandatory
5,1,51,566,567,optional
5,1,52,569,570,mandatory
5,1,53,572,573,optional
5,1,55,577,578,mandatory
5,1,56,581,582,optional
5,1,57,584,585,mandatory
5,1,58,589,590,optional
5,1,59,594,595,optional
5,1,60,599,600,mandatory
