order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,0,-3840,3,17,471,461.0,481.0,accepted
2,1,-3821,7,15,474,464.0,484.0,accepted
3,2,-3635,27,37,511,501.0,521.0,accepted
4,3,-3623,24,25,431,421.0,441.0,accepted
5,4,-3414,30,33,442,432.0,452.0,accepted
6,5,-3337,35,47,496,486.0,506.0,accepted
7,6,-3308,38,43,450,440.0,460.0,accepted
8,7,-3302,4,10,474,464.0,484.0,accepted
9,8,-3170,33,40,511,501.0,521.0,accepted
10,9,-3134,14,17,458,448.0,468.0,accepted
11,10,-3075,2,14,467,457.0,477.0,accepted
12,11,-3021,33,34,464,454.0,474.0,accepted
13,12,-2955,31,43,445,435.0,455.0,accepted
14,13,-2920,38,44,514,504.0,524.0,accepted
15,14,-2853,17,20,413,403.0,423.0,accepted
16,15,-2819,4,24,454,444.0,464.0,accepted
17,16,-2727,17,23,450,440.0,460.0,accepted
18,17,-2691,32,40,494,484.0,504.0,accepted
19,18,-2676,12,17,486,476.0,496.0,accepted
20,19,-2580,37,41,439,429.0,449.0,accepted
21,20,-2558,7,11,447,437.0,457.0,accepted
22,21,-2467,43,47,483,473.0,493.0,accepted
23,22,-2388,13,18,373,363.0,383.0,accepted
24,23,-2334,33,43,511,501.0,521.0,accepted
25,24,-2320,31,34,476,466.0,486.0,accepted
26,25,-2301,28,45,467,457.0,477.0,accepted
27,26,-2299,11,19,483,473.0,493.0,accepted
28,27,-2218,44,49,438,428.0,448.0,accepted
29,28,-2173,27,30,417,407.0,427.0,accepted
30,29,-2151,31,35,508,498.0,518.0,accepted
31,30,-2149,44,47,420,410.0,430.0,accepted
32,31,-2066,41,47,442,432.0,452.0,accepted
33,32,-2052,31,43,455,445.0,465.0,accepted
34,33,-2039,13,14,452,442.0,462.0,accepted
35,34,-2023,35,48,460,450.0,470.0,accepted
36,35,-1879,35,41,465,455.0,475.0,accepted
37,36,-1753,48,49,468,458.0,478.0,accepted
38,37,-1714,16,21,458,448.0,468.0,accepted
39,38,-1713,39,45,442,432.0,452.0,accepted
40,39,-1700,30,39,491,481.0,501.0,accepted
41,40,-1674,4,24,472,462.0,482.0,accepted
42,41,-1575,10,22,467,457.0,477.0,accepted
43,42,-1358,42,48,523,513.0,533.0,accepted
44,43,-1324,33,49,450,440.0,460.0,accepted
45,44,-1323,30,35,483,473.0,493.0,accepted
46,45,-1314,1,13,447,437.0,457.0,accepted
47,46,-1206,29,38,467,457.0,477.0,accepted
48,47,-1115,27,36,509,499.0,519.0,accepted
49,48,-1047,38,49,511,501.0,521.0,accepted
50,49,-1010,32,35,474,464.0,484.0,rejected
