vehicle,trip,stop,arrival,departure,stop_type
1,1,1,373,374,mandatory
1,1,7,379,380,mandatory
1,1,10,384,385,mandatory
1,1,11,387,388,mandatory
1,1,12,390,391,mandatory
1,1,14,393,394,mandatory
1,1,17,399,400,mandatory
1,1,19,403,404,mandatory
1,1,20,406,407,mandatory
1,1,21,414,415,mandatory
1,1,23,416,417,optional
1,1,25,419,420,optional
1,1,27,421,422,mandatory
1,1,30,426,427,mandatory
1,1,31,429,430,mandatory
1,1,32,432,433,mandatory
1,1,34,435,436,mandatory
1,1,35,437,438,optional
1,1,37,441,442,mandatory
1,1,39,446,447,mandatory
1,1,40,449,450,mandatory
2,1,1,383,384,mandatory
2,1,5,388,389,optional
2,1,7,391,392,mandatory
2,1,9,394,395,optional
2,1,10,397,398,mandatory
2,1,11,400,401,mandatory
2,1,12,403,404,mandatory
2,1,14,406,407,mandatory
2,1,17,412,413,mandatory
2,1,19,416,417,mandatory
2,1,20,419,420,mandatory
2,1,21,426,427,mandatory
2,1,27,434,435,mandatory
2,1,28,437,438,optional
2,1,29,439,440,optional
2,1,30,442,443,mandatory
2,1,31,445,446,mandatory
2,1,32,448,449,mandatory
2,1,33,450,451,optional
2,1,34,452,453,mandatory
2,1,35,454,455,optional
2,1,37,458,459,mandatory
2,1,39,463,464,mandatory
2,1,40,466,467,mandatory
3,1,1,401,402,mandatory
3,1,7,407,408,mandatory
3,1,9,410,411,optional
3,1,10,413,414,mandatory
3,1,11,416,417,mandatory
3,1,12,419,420,mandatory
3,1,13,421,422,optional
3,1,14,423,424,mandatory
3,1,17,429,430,mandatory
3,1,19,433,434,mandatory
3,1,20,436,437,mandatory
3,1,21,437,438,mandatory
3,1,23,439,440,optional
3,1,24,441,442,optional
3,1,26,444,445,optional
3,1,27,446,447,mandatory
3,1,29,450,451,optional
3,1,30,453,454,mandatory
3,1,31,456,457,mandatory
3,1,32,459,460,mandatory
3,1,33,461,462,optional
3,1,34,463,464,mandatory
3,1,35,465,466,optional
3,1,36,468,469,optional
3,1,37,471,472,mandatory
3,1,39,476,477,mandatory
3,1,40,479,480,mandatory
