order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,33,-42840,29,30,424,419,429,accepted
2,39,-42840,32,35,445,440,450,accepted
3,7,-39960,10,11,418,413,423,accepted
4,8,-37080,25,27,434,429,439,accepted
5,36,-37080,5,11,411,406,416,accepted
6,27,-31320,33,36,442,437,447,accepted
7,5,-29880,28,38,424,419,429,accepted
8,15,-29880,13,19,426,421,431,accepted
9,22,-27000,9,12,416,411,421,accepted
10,18,-25560,2,12,389,384,394,accepted
11,23,-25560,23,36,443,438,448,accepted
12,1,-24120,14,18,419,414,424,rejected
13,2,-22680,27,35,449,444,454,accepted
14,11,-22680,11,15,378,373,383,accepted
15,3,-21240,30,35,455,450,460,accepted
16,14,-21240,29,40,451,446,456,accepted
17,31,-21240,37,38,427,422,432,rejected
18,37,-19800,24,39,445,440,450,accepted
19,6,-18360,4,20,410,405,415,accepted
20,12,-14040,28,33,452,447,457,rejected
21,17,-14040,30,39,448,443,453,accepted
22,24,-14040,28,29,452,447,457,rejected
23,30,-14040,4,13,410,405,415,accepted
24,19,-12600,32,36,441,436,446,accepted
25,29,-12600,22,31,443,438,448,rejected
26,35,-12600,27,35,435,430,440,accepted
27,4,-11160,9,14,416,411,421,accepted
28,25,-11160,24,28,441,436,446,rejected
29,16,-9720,22,34,443,438,448,rejected
30,28,-9720,27,29,406,401,411,rejected
31,38,-9720,17,19,415,410,420,accepted
32,40,-9720,34,35,421,416,426,rejected
33,10,-6840,1,4,405,400,410,accepted
34,26,-6840,26,37,448,443,453,rejected
35,34,-6840,7,10,413,408,418,accepted
36,20,-5400,35,39,423,418,428,rejected
37,9,-2520,13,17,425,420,430,accepted
38,13,-2520,21,23,402,397,407,rejected
39,32,-2520,4,11,410,405,415,accepted
40,21,-1080,28,37,429,424,434,accepted
