order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,7,-42840,20,22,560,555,565,accepted
2,13,-42840,24,28,605,600,610,accepted
3,16,-41400,20,22,603,598,608,accepted
4,22,-41400,23,26,587,582,592,accepted
5,21,-39960,24,30,615,610,620,accepted
6,27,-38520,18,24,508,503,513,rejected
7,4,-37080,11,14,478,473,483,accepted
8,14,-35640,27,29,533,528,538,rejected
9,26,-35640,25,27,577,572,582,accepted
10,29,-35640,18,25,594,589,599,accepted
11,17,-34200,7,15,531,526,536,accepted
12,3,-32760,5,10,498,493,503,accepted
13,1,-31320,23,24,617,612,622,accepted
14,11,-31320,22,30,561,556,566,accepted
15,8,-29880,20,28,464,459,469,rejected
16,19,-29880,24,27,602,597,607,accepted
17,28,-27000,17,22,591,586,596,accepted
18,30,-25560,16,19,585,580,590,accepted
19,24,-24120,17,27,562,557,567,accepted
20,10,-18360,4,10,516,511,521,accepted
21,6,-16920,26,28,568,563,573,rejected
22,9,-14040,18,30,468,463,473,rejected
23,18,-11160,4,7,432,427,437,accepted
24,5,-9720,20,29,504,499,509,rejected
25,15,-9720,19,27,562,557,567,rejected
26,25,-6840,17,29,591,586,596,accepted
27,2,-3960,3,12,511,506,516,accepted
28,12,-3960,21,24,572,567,577,rejected
29,20,-3960,28,29,543,538,548,rejected
30,23,-1080,21,23,564,559,569,accepted
