order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,0,-3891,40,45,421,411.0,431.0,accepted
2,1,-3835,36,43,467,457.0,477.0,accepted
3,2,-3814,33,34,479,469.0,489.0,accepted
4,3,-3781,32,48,514,504.0,524.0,accepted
5,4,-3772,28,44,490,480.0,500.0,accepted
6,5,-3674,30,37,508,498.0,518.0,accepted
7,6,-3663,41,44,527,517.0,537.0,accepted
8,7,-3636,38,42,504,494.0,514.0,accepted
9,8,-3503,39,40,489,479.0,499.0,accepted
10,9,-3270,35,38,511,501.0,521.0,accepted
11,10,-3269,30,49,502,492.0,512.0,accepted
12,11,-3187,31,38,483,473.0,493.0,accepted
13,12,-3181,35,40,473,463.0,483.0,accepted
14,13,-3131,26,34,458,448.0,468.0,accepted
15,14,-3084,29,31,506,496.0,516.0,accepted
16,15,-3026,1,18,457,447.0,467.0,accepted
17,16,-3001,14,24,464,454.0,474.0,accepted
18,17,-2955,31,43,445,435.0,455.0,accepted
19,18,-2852,19,24,489,479.0,499.0,accepted
20,19,-2714,37,44,499,489.0,509.0,accepted
21,20,-2658,30,38,499,489.0,509.0,accepted
22,21,-2644,43,45,518,508.0,528.0,accepted
23,22,-2631,27,41,504,494.0,514.0,accepted
24,23,-2610,20,22,398,388.0,408.0,accepted
25,24,-2566,30,39,480,470.0,490.0,accepted
26,25,-2420,1,23,450,440.0,460.0,accepted
27,26,-2345,42,44,448,438.0,458.0,accepted
28,27,-2333,41,47,475,465.0,485.0,accepted
29,28,-2315,30,48,476,466.0,486.0,accepted
30,29,-2277,33,45,444,434.0,454.0,accepted
31,30,-2230,31,40,500,490.0,510.0,accepted
32,31,-2119,11,15,450,440.0,460.0,accepted
33,32,-1991,37,40,419,409.0,429.0,accepted
34,33,-1901,27,38,503,493.0,513.0,accepted
35,34,-1871,31,40,481,471.0,491.0,accepted
36,35,-1754,6,11,481,471.0,491.0,rejected
37,36,-1599,14,21,467,457.0,477.0,accepted
38,37,-1471,7,13,460,450.0,470.0,accepted
39,38,-1358,42,48,523,513.0,533.0,accepted
40,39,-1339,33,48,424,414.0,434.0,accepted
41,40,-1306,41,46,507,497.0,517.0,accepted
42,41,-1280,30,41,405,395.0,415.0,accepted
43,42,-1228,33,39,460,450.0,470.0,accepted
44,43,-1226,5,14,478,468.0,488.0,accepted
45,44,-1089,37,43,494,484.0,504.0,accepted
46,45,-1047,31,47,507,497.0,517.0,accepted
47,46,-1038,27,32,507,497.0,517.0,accepted
48,47,-1026,35,36,455,445.0,465.0,accepted
49,48,-992,34,38,458,448.0,468.0,accepted
50,49,-940,39,47,510,500.0,520.0,accepted
