vehicle,trip,stop,arrival,departure,stop_type
1,1,1,371.99,372.99,mandatory
1,1,7,377.99,378.99,mandatory
1,1,10,382.99,383.99,mandatory
1,1,11,385.99,386.99,mandatory
1,1,12,388.99,389.99,mandatory
1,1,14,391.99,392.99,mandatory
1,1,17,397.99,398.99,mandatory
1,1,19,401.99,402.99,mandatory
1,1,20,404.99,405.99,mandatory
1,1,21,406,407,mandatory
1,1,24,410,411,optional
1,1,25,413,414,optional
1,1,27,415,416,mandatory
1,1,30,420,421,mandatory
1,1,31,423,424,mandatory
1,1,32,426,427,mandatory
1,1,33,428,429,optional
1,1,34,430,431,mandatory
1,1,35,432,433,optional
1,1,37,436,437,mandatory
1,1,38,439,440,optional
1,1,39,442,443,mandatory
1,1,40,445,446,mandatory
2,1,1,383,384,mandatory
2,1,5,388,389,optional
2,1,7,391,392,mandatory
2,1,9,394,395,optional
2,1,10,397,398,mandatory
2,1,11,400,401,mandatory
2,1,12,403,404,mandatory
2,1,14,406,407,mandatory
2,1,15,408,409,optional
2,1,16,411,412,optional
2,1,17,414,415,mandatory
2,1,18,416,417,optional
2,1,19,419,420,mandatory
2,1,20,422,423,mandatory
2,1,21,425,426,mandatory
2,1,23,427,428,optional
2,1,25,430,431,optional
2,1,27,432,433,mandatory
2,1,28,435,436,optional
2,1,29,437,438,optional
2,1,30,440,441,mandatory
2,1,31,443,444,mandatory
2,1,32,446,447,mandatory
2,1,33,448,449,optional
2,1,34,450,451,mandatory
2,1,35,452,453,optional
2,1,36,455,456,optional
2,1,37,458,459,mandatory
2,1,39,463,464,mandatory
2,1,40,466,467,mandatory
3,1,1,395,396,mandatory
3,1,5,400,401,optional
3,1,7,403,404,mandatory
3,1,8,405,406,optional
3,1,9,407,408,optional
3,1,10,410,411,mandatory
3,1,11,413,414,mandatory
3,1,12,416,417,mandatory
3,1,13,418,419,optional
3,1,14,420,421,mandatory
3,1,16,424,425,optional
3,1,17,427,428,mandatory
3,1,19,431,432,mandatory
3,1,20,434,435,mandatory
3,1,21,435,436,mandatory
3,1,22,437,438,optional
3,1,23,439,440,optional
3,1,24,441,442,optional
3,1,26,444,445,optional
3,1,27,446,447,mandatory
3,1,29,450,451,optional
3,1,30,453,454,mandatory
3,1,31,456,457,mandatory
3,1,32,459,460,mandatory
3,1,33,461,462,optional
3,1,34,463,464,mandatory
3,1,35,465,466,optional
3,1,36,468,469,optional
3,1,37,471,472,mandatory
3,1,39,476,477,mandatory
3,1,40,479,480,mandatory
