order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,0,-3828,44,46,483,478,488,accepted
2,1,-3761,39,50,526,521,531,accepted
3,2,-3420,18,24,434,429,439,accepted
4,3,-3371,39,40,525,520,530,accepted
5,4,-3357,33,50,478,473,483,accepted
6,5,-3160,33,48,435,430,440,accepted
7,6,-3136,43,44,497,492,502,accepted
8,7,-3038,37,47,487,482,492,accepted
9,8,-2853,17,20,413,408,418,accepted
10,9,-2624,8,16,460,455,465,accepted
11,10,-2586,26,35,476,471,481,accepted
12,11,-2416,38,42,521,516,526,accepted
13,12,-2318,38,41,458,453,463,accepted
14,13,-2246,5,19,466,461,471,accepted
15,14,-2134,33,35,474,469,479,accepted
16,15,-2061,17,23,476,471,481,accepted
17,16,-2024,45,48,506,501,511,rejected
18,17,-2006,38,49,516,511,521,accepted
19,18,-1876,36,47,460,455,465,accepted
20,19,-1768,48,49,515,510,520,rejected
21,20,-1754,6,11,481,476,486,accepted
22,21,-1478,5,20,459,454,464,accepted
23,22,-1417,42,46,504,499,509,rejected
24,23,-1324,33,49,450,445,455,rejected
25,24,-1285,9,16,451,446,456,rejected
26,25,-1228,33,39,460,455,465,accepted
27,26,-1158,36,49,478,473,483,accepted
28,27,-1151,29,44,487,482,492,rejected
29,28,-1151,18,20,413,408,418,accepted
30,29,-1119,35,41,502,497,507,rejected
