order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,36,-42840,21,27,421,416,426,accepted
2,2,-41400,24,30,445,440,450,accepted
3,32,-41400,14,17,427,422,432,accepted
4,12,-37080,4,9,395,390,400,accepted
5,25,-37080,34,39,463,458,468,accepted
6,23,-35640,21,35,441,436,446,accepted
7,19,-34200,37,38,448,443,453,accepted
8,38,-34200,34,36,464,459,469,accepted
9,27,-32760,5,12,411,406,416,accepted
10,40,-31320,31,39,458,453,463,accepted
11,10,-29880,24,25,445,440,450,accepted
12,20,-27000,30,37,455,450,460,accepted
13,29,-25560,27,34,430,425,435,accepted
14,31,-25560,32,33,461,456,466,accepted
15,3,-24120,33,38,463,458,468,accepted
16,22,-24120,22,31,443,438,448,accepted
17,6,-22680,31,32,445,440,450,accepted
18,18,-21240,4,9,410,405,415,accepted
19,28,-18360,14,19,427,422,432,accepted
20,15,-15480,22,24,435,430,440,accepted
21,37,-15480,30,31,455,450,460,accepted
22,39,-15480,26,28,440,435,445,accepted
23,16,-12600,22,27,443,438,448,accepted
24,5,-11160,27,36,416,411,421,rejected
25,11,-11160,22,35,443,438,448,accepted
26,13,-11160,14,20,427,422,432,accepted
27,24,-11160,23,36,424,419,429,accepted
28,34,-11160,23,30,444,439,449,accepted
29,8,-9720,25,32,445,440,450,accepted
30,9,-9720,34,36,464,459,469,accepted
31,14,-9720,27,40,449,444,454,accepted
32,35,-9720,29,38,425,420,430,rejected
33,4,-6840,34,35,421,416,426,rejected
34,17,-6840,25,26,424,419,429,accepted
35,7,-5400,28,31,428,423,433,accepted
36,30,-5400,27,38,412,407,417,rejected
37,21,-3960,24,36,445,440,450,accepted
38,1,-2520,24,30,445,440,450,accepted
39,26,-2520,9,15,416,411,421,accepted
40,33,-2520,27,38,432,427,437,accepted
