vehicle,trip,stop,arrival,departure,stop_type
1,1,1,360,361,mandatory
1,1,8,364,365,mandatory
1,1,12,368,369,mandatory
1,1,13,370,371,mandatory
1,1,14,375,376,mandatory
1,1,17,379,380,mandatory
1,1,21,381,382,mandatory
1,1,24,384,385,mandatory
1,1,25,388,389,mandatory
1,1,26,392,393,mandatory
1,1,27,395,396,mandatory
1,1,30,398,399,mandatory
1,1,34,400,401,mandatory
1,1,37,404,405,mandatory
1,1,38,409,410,mandatory
1,1,39,411,412,mandatory
1,1,43,415,416,mandatory
1,1,44,418,419,optional
1,1,47,422,423,optional
1,1,50,424,425,mandatory
1,2,1,425,426,mandatory
1,2,8,429,430,mandatory
1,2,12,433,434,mandatory
1,2,13,435,436,mandatory
1,2,14,440,441,mandatory
1,2,17,444,445,mandatory
1,2,21,446,447,mandatory
1,2,23,448,449,optional
1,2,24,453,454,mandatory
1,2,25,457,458,mandatory
1,2,26,458,459,mandatory
1,2,27,461,462,mandatory
1,2,28,464,465,optional
1,2,30,466,467,mandatory
1,2,33,468,469,optional
1,2,34,469,470,mandatory
1,2,37,473,474,mandatory
1,2,38,478,479,mandatory
1,2,39,480,481,mandatory
1,2,43,484,485,mandatory
1,2,45,487,488,optional
1,2,47,492,493,optional
1,2,50,494,495,mandatory
2,1,1,360,361,mandatory
2,1,8,364,365,mandatory
2,1,12,368,369,mandatory
2,1,13,370,371,mandatory
2,1,14,375,376,mandatory
2,1,17,379,380,mandatory
2,1,21,381,382,mandatory
2,1,24,384,385,mandatory
2,1,25,388,389,mandatory
2,1,26,431,432,mandatory
2,1,27,434,435,mandatory
2,1,30,437,438,mandatory
2,1,34,439,440,mandatory
2,1,37,443,444,mandatory
2,1,38,448,449,mandatory
2,1,39,450,451,mandatory
2,1,41,456,457,optional
2,1,43,459,460,mandatory
2,1,48,463,464,optional
2,1,49,465,466,optional
2,1,50,470,471,mandatory
2,2,1,471,472,mandatory
2,2,4,473,474,optional
2,2,7,477,478,optional
2,2,8,480,481,mandatory
2,2,10,484,485,optional
2,2,12,490,491,mandatory
2,2,13,492,493,mandatory
2,2,14,497,498,mandatory
2,2,15,499,500,optional
2,2,17,501,502,mandatory
2,2,21,503,504,mandatory
2,2,24,506,507,mandatory
2,2,25,510,511,mandatory
2,2,26,511,512,mandatory
2,2,27,514,515,mandatory
2,2,30,517,518,mandatory
2,2,34,519,520,mandatory
2,2,37,523,524,mandatory
2,2,38,528,529,mandatory
2,2,39,530,531,mandatory
2,2,43,534,535,mandatory
2,2,50,538,539,mandatory
3,1,1,360,361,mandatory
3,1,8,364,365,mandatory
3,1,12,368,369,mandatory
3,1,13,370,371,mandatory
3,1,14,375,376,mandatory
3,1,17,379,380,mandatory
3,1,21,381,382,mandatory
3,1,24,384,385,mandatory
3,1,25,388,389,mandatory
3,1,26,411,412,mandatory
3,1,27,414,415,mandatory
3,1,30,417,418,mandatory
3,1,34,419,420,mandatory
3,1,37,423,424,mandatory
3,1,38,428,429,mandatory
3,1,39,430,431,mandatory
3,1,41,436,437,optional
3,1,43,439,440,mandatory
3,1,44,442,443,optional
3,1,47,446,447,optional
3,1,49,449,450,optional
3,1,50,454,455,mandatory
3,2,1,455,456,mandatory
3,2,8,459,460,mandatory
3,2,12,463,464,mandatory
3,2,13,465,466,mandatory
3,2,14,470,471,mandatory
3,2,17,474,475,mandatory
3,2,21,476,477,mandatory
3,2,24,479,480,mandatory
3,2,25,483,484,mandatory
3,2,26,491,492,mandatory
3,2,27,494,495,mandatory
3,2,30,497,498,mandatory
3,2,32,498,499,optional
3,2,34,500,501,mandatory
3,2,37,504,505,mandatory
3,2,38,509,510,mandatory
3,2,39,511,512,mandatory
3,2,40,516,517,optional
3,2,42,518,519,optional
3,2,43,519,520,mandatory
3,2,44,522,523,optional
3,2,48,525,526,optional
3,2,49,527,528,optional
3,2,50,532,533,mandatory
4,1,1,393,394,mandatory
4,1,8,397,398,mandatory
4,1,12,401,402,mandatory
4,1,13,403,404,mandatory
4,1,14,408,409,mandatory
4,1,17,412,413,mandatory
4,1,20,416,417,optional
4,1,21,420,421,mandatory
4,1,24,423,424,mandatory
4,1,25,427,428,mandatory
4,1,26,439,440,mandatory
4,1,27,442,443,mandatory
4,1,30,445,446,mandatory
4,1,31,449,450,optional
4,1,34,453,454,mandatory
4,1,35,455,456,optional
4,1,37,458,459,mandatory
4,1,38,463,464,mandatory
4,1,39,465,466,mandatory
4,1,43,469,470,mandatory
4,1,48,473,474,optional
4,1,50,476,477,mandatory
4,2,1,477,478,mandatory
4,2,8,481,482,mandatory
4,2,12,485,486,mandatory
4,2,13,487,488,mandatory
4,2,14,492,493,mandatory
4,2,17,496,497,mandatory
4,2,21,498,499,mandatory
4,2,24,501,502,mandatory
4,2,25,505,506,mandatory
4,2,26,506,507,mandatory
4,2,27,509,510,mandatory
4,2,30,512,513,mandatory
4,2,33,514,515,optional
4,2,34,515,516,mandatory
4,2,37,519,520,mandatory
4,2,38,524,525,mandatory
4,2,39,526,527,mandatory
4,2,40,531,532,optional
4,2,43,534,535,mandatory
4,2,50,538,539,mandatory
