order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,0,-3840,3,17,471,466.0,476.0,accepted
2,1,-3821,7,15,474,469.0,479.0,accepted
3,2,-3739,3,19,476,471.0,481.0,accepted
4,3,-3661,38,41,478,473.0,483.0,accepted
5,4,-3635,27,37,511,506.0,516.0,accepted
6,5,-3623,24,25,431,426.0,436.0,accepted
7,6,-3482,1,2,426,421.0,431.0,accepted
8,7,-3414,30,33,442,437.0,447.0,accepted
9,8,-3377,40,46,517,512.0,522.0,accepted
10,9,-3353,35,41,511,506.0,516.0,accepted
11,10,-3348,36,50,497,492.0,502.0,accepted
12,11,-3337,35,47,496,491.0,501.0,accepted
13,12,-3308,38,43,450,445.0,455.0,accepted
14,13,-3302,4,10,474,469.0,479.0,accepted
15,14,-3238,7,21,431,426.0,436.0,accepted
16,15,-3170,33,40,511,506.0,516.0,accepted
17,16,-3134,14,17,458,453.0,463.0,accepted
18,17,-3075,2,14,467,462.0,472.0,accepted
19,18,-3021,33,34,464,459.0,469.0,accepted
20,19,-2955,31,43,445,440.0,450.0,accepted
21,20,-2920,38,44,514,509.0,519.0,accepted
22,21,-2911,3,4,458,453.0,463.0,accepted
23,22,-2853,17,20,413,408.0,418.0,accepted
24,23,-2819,4,24,454,449.0,459.0,accepted
25,24,-2759,1,5,454,449.0,459.0,accepted
26,25,-2727,17,23,450,445.0,455.0,accepted
27,26,-2691,32,40,494,489.0,499.0,accepted
28,27,-2676,12,17,486,481.0,491.0,accepted
29,28,-2644,30,37,490,485.0,495.0,accepted
30,29,-2631,26,38,458,453.0,463.0,accepted
31,30,-2624,8,16,460,455.0,465.0,accepted
32,31,-2580,37,41,439,434.0,444.0,accepted
33,32,-2558,7,11,447,442.0,452.0,accepted
34,33,-2467,43,47,483,478.0,488.0,rejected
35,34,-2388,13,18,373,368.0,378.0,accepted
36,35,-2334,33,43,511,506.0,516.0,accepted
37,36,-2320,31,34,476,471.0,481.0,rejected
38,37,-2301,28,45,467,462.0,472.0,rejected
39,38,-2299,11,19,483,478.0,488.0,accepted
40,39,-2251,30,47,500,495.0,505.0,accepted
41,40,-2218,44,49,438,433.0,443.0,rejected
42,41,-2173,27,30,417,412.0,422.0,accepted
43,42,-2151,31,35,508,503.0,513.0,accepted
44,43,-2149,44,47,420,415.0,425.0,rejected
45,44,-2066,41,47,442,437.0,447.0,rejected
46,45,-2058,44,46,510,505.0,515.0,rejected
47,46,-2052,31,43,455,450.0,460.0,rejected
48,47,-2039,13,14,452,447.0,457.0,accepted
49,48,-2023,35,48,460,455.0,465.0,rejected
50,49,-1879,35,41,465,460.0,470.0,rejected
51,50,-1874,3,25,454,449.0,459.0,accepted
52,51,-1753,48,49,468,463.0,473.0,rejected
53,52,-1714,16,21,458,453.0,463.0,rejected
54,53,-1713,39,45,442,437.0,447.0,rejected
55,54,-1700,30,39,491,486.0,496.0,accepted
56,55,-1674,4,24,472,467.0,477.0,accepted
57,56,-1633,37,43,512,507.0,517.0,accepted
58,57,-1629,39,47,524,519.0,529.0,accepted
59,58,-1575,10,22,467,462.0,472.0,rejected
60,59,-1358,42,48,523,518.0,528.0,rejected
61,60,-1324,33,49,450,445.0,455.0,rejected
62,61,-1323,30,35,483,478.0,488.0,rejected
63,62,-1314,1,13,447,442.0,452.0,rejected
64,63,-1206,29,38,467,462.0,472.0,rejected
65,64,-1122,6,12,417,412.0,422.0,rejected
66,65,-1115,27,36,509,504.0,514.0,accepted
67,66,-1047,38,49,511,506.0,516.0,accepted
68,67,-1042,26,28,421,416.0,426.0,accepted
69,68,-1010,32,35,474,469.0,479.0,rejected
70,69,-928,33,46,514,509.0,519.0,rejected
