order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,0,-3843,29,33,467,462,472,accepted
2,1,-3805,34,47,428,423,433,accepted
3,2,-3670,36,42,476,471,481,accepted
4,3,-3590,31,36,467,462,472,accepted
5,4,-3571,17,24,482,477,487,accepted
6,5,-3569,26,29,476,471,481,accepted
7,6,-3466,17,18,485,480,490,accepted
8,7,-3426,28,46,431,426,436,accepted
9,8,-3360,26,43,497,492,502,accepted
10,9,-3273,2,13,422,417,427,accepted
11,10,-3209,34,39,483,478,488,accepted
12,11,-3162,7,25,438,433,443,accepted
13,12,-3136,43,44,497,492,502,accepted
14,13,-3109,14,18,417,412,422,accepted
15,14,-3014,8,12,473,468,478,accepted
16,15,-2948,6,13,467,462,472,accepted
17,16,-2877,9,20,478,473,483,accepted
18,17,-2698,44,50,528,523,533,accepted
19,18,-2665,34,48,512,507,517,accepted
20,19,-2606,31,39,511,506,516,accepted
21,20,-2558,7,11,447,442,452,accepted
22,21,-2527,30,44,434,429,439,accepted
23,22,-2496,18,19,487,482,492,accepted
24,23,-2379,3,11,464,459,469,accepted
25,24,-2349,27,50,491,486,496,rejected
26,25,-2333,5,13,428,423,433,accepted
27,26,-2318,32,34,455,450,460,accepted
28,27,-2178,40,44,508,503,513,accepted
29,28,-2164,33,47,472,467,477,accepted
30,29,-2137,2,13,460,455,465,rejected
31,30,-2039,13,14,452,447,457,accepted
32,31,-1819,30,48,462,457,467,accepted
33,32,-1772,5,7,450,445,455,rejected
34,33,-1651,43,44,484,479,489,rejected
35,34,-1632,45,46,465,460,470,rejected
36,35,-1574,37,43,452,447,457,accepted
37,36,-1462,39,45,503,498,508,accepted
38,37,-1433,16,17,479,474,484,rejected
39,38,-1411,31,37,460,455,465,rejected
40,39,-1393,33,38,484,479,489,accepted
41,40,-1326,21,25,485,480,490,accepted
42,41,-1324,33,49,450,445,455,accepted
43,42,-1287,36,50,439,434,444,accepted
44,43,-1224,40,41,435,430,440,rejected
45,44,-1175,40,50,442,437,447,rejected
46,45,-1163,4,22,464,459,469,rejected
47,46,-1078,30,44,495,490,500,rejected
48,47,-1076,42,45,480,475,485,rejected
49,48,-994,30,48,483,478,488,accepted
50,49,-968,28,36,485,480,490,rejected
