order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,0,-3828,44,46,483,473,493,accepted
2,1,-3805,34,47,428,418,438,accepted
3,2,-3761,39,50,526,516,536,accepted
4,3,-3590,31,36,467,457,477,accepted
5,4,-3586,47,48,504,494,514,accepted
6,5,-3529,33,44,491,481,501,accepted
7,6,-3420,18,24,434,424,444,accepted
8,7,-3371,39,40,525,515,535,accepted
9,8,-3357,33,50,478,468,488,accepted
10,9,-3270,35,38,511,501,521,accepted
11,10,-3160,33,48,435,425,445,accepted
12,11,-3140,9,25,417,407,427,accepted
13,12,-3136,43,44,497,487,507,accepted
14,13,-3108,32,36,481,471,491,accepted
15,14,-3042,30,41,503,493,513,accepted
16,15,-3038,37,47,487,477,497,accepted
17,16,-2853,17,20,413,403,423,accepted
18,17,-2839,30,49,421,411,431,accepted
19,18,-2794,32,41,500,490,510,accepted
20,19,-2624,8,16,460,450,470,accepted
21,20,-2586,26,35,476,466,486,accepted
22,21,-2498,29,43,477,467,487,accepted
23,22,-2416,38,42,521,511,531,accepted
24,23,-2377,6,16,458,448,468,accepted
25,24,-2345,42,44,448,438,458,accepted
26,25,-2334,34,43,428,418,438,accepted
27,26,-2318,38,41,458,448,468,accepted
28,27,-2246,5,19,466,456,476,accepted
29,28,-2134,33,35,474,464,484,accepted
30,29,-2061,17,23,476,466,486,accepted
31,30,-2024,45,48,506,496,516,accepted
32,31,-2006,38,49,516,506,526,accepted
33,32,-1977,16,19,485,475,495,accepted
34,33,-1877,26,31,483,473,493,accepted
35,34,-1876,36,47,460,450,470,accepted
36,35,-1768,48,49,515,505,525,accepted
37,36,-1754,6,11,481,471,491,accepted
38,37,-1478,5,20,459,449,469,accepted
39,38,-1419,30,38,511,501,521,accepted
40,39,-1417,42,46,504,494,514,accepted
41,40,-1324,33,49,450,440,460,rejected
42,41,-1306,41,46,507,497,517,rejected
43,42,-1285,9,16,451,441,461,accepted
44,43,-1228,33,39,460,450,470,accepted
45,44,-1220,46,49,459,449,469,rejected
46,45,-1158,36,49,478,468,488,accepted
47,46,-1151,29,44,487,477,497,accepted
48,47,-1151,18,20,413,403,423,accepted
49,48,-1119,35,41,502,492,512,accepted
50,49,-1068,27,39,480,470,490,accepted
