order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,0,-3835,28,34,474,469.0,479.0,accepted
2,1,-3781,32,48,514,509.0,519.0,accepted
3,2,-3674,30,37,508,503.0,513.0,accepted
4,3,-3635,26,38,503,498.0,508.0,accepted
5,4,-3604,27,36,449,444.0,454.0,accepted
6,5,-3555,39,44,489,484.0,494.0,accepted
7,6,-3375,29,49,447,442.0,452.0,accepted
8,7,-3293,39,50,509,504.0,514.0,accepted
9,8,-3269,28,41,503,498.0,508.0,accepted
10,9,-3180,27,46,454,449.0,459.0,accepted
11,10,-3152,5,7,455,450.0,460.0,accepted
12,11,-3000,33,39,417,412.0,422.0,accepted
13,12,-2958,33,49,498,493.0,503.0,accepted
14,13,-2911,3,4,458,453.0,463.0,accepted
15,14,-2871,35,39,472,467.0,477.0,accepted
16,15,-2848,33,48,500,495.0,505.0,accepted
17,16,-2794,32,41,500,495.0,505.0,accepted
18,17,-2780,44,46,509,504.0,514.0,rejected
19,18,-2767,38,40,499,494.0,504.0,rejected
20,19,-2622,31,32,411,406.0,416.0,accepted
21,20,-2618,39,42,519,514.0,524.0,accepted
22,21,-2613,2,18,395,390.0,400.0,accepted
23,22,-2579,46,47,514,509.0,519.0,rejected
24,23,-2466,30,42,500,495.0,505.0,accepted
25,24,-2428,29,34,487,482.0,492.0,accepted
26,25,-2379,3,11,464,459.0,469.0,accepted
27,26,-2377,6,16,458,453.0,463.0,accepted
28,27,-2338,9,22,450,445.0,455.0,rejected
29,28,-2335,1,6,457,452.0,462.0,accepted
30,29,-2321,38,44,488,483.0,493.0,accepted
31,30,-2298,8,9,449,444.0,454.0,rejected
32,31,-2245,46,49,495,490.0,500.0,accepted
33,32,-2113,26,28,498,493.0,503.0,accepted
34,33,-2051,43,45,479,474.0,484.0,rejected
35,34,-1979,46,47,460,455.0,465.0,rejected
36,35,-1850,36,39,497,492.0,502.0,accepted
37,36,-1816,27,48,487,482.0,492.0,accepted
38,37,-1629,39,47,524,519.0,529.0,accepted
39,38,-1624,18,24,448,443.0,453.0,accepted
40,39,-1605,40,50,520,515.0,525.0,rejected
41,40,-1498,29,40,489,484.0,494.0,accepted
42,41,-1323,36,37,501,496.0,506.0,accepted
43,42,-1291,12,21,439,434.0,444.0,accepted
44,43,-1273,43,49,477,472.0,482.0,accepted
45,44,-1071,37,41,492,487.0,497.0,rejected
46,45,-1065,32,35,511,506.0,516.0,accepted
47,46,-1062,9,10,447,442.0,452.0,rejected
48,47,-1017,9,19,476,471.0,481.0,accepted
49,48,-1015,16,24,455,450.0,460.0,accepted
50,49,-928,33,46,514,509.0,519.0,rejected
