order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,0,-3828,44,46,483,478,488,accepted
2,1,-3805,34,47,428,423,433,accepted
3,2,-3761,39,50,526,521,531,accepted
4,3,-3717,28,31,483,478,488,accepted
5,4,-3590,31,36,467,462,472,accepted
6,5,-3586,47,48,504,499,509,accepted
7,6,-3529,33,44,491,486,496,accepted
8,7,-3522,32,45,483,478,488,accepted
9,8,-3420,18,24,434,429,439,accepted
10,9,-3371,39,40,525,520,530,accepted
11,10,-3357,33,50,478,473,483,accepted
12,11,-3270,35,38,511,506,516,accepted
13,12,-3209,34,39,483,478,488,accepted
14,13,-3160,33,48,435,430,440,accepted
15,14,-3140,9,25,417,412,422,accepted
16,15,-3136,43,44,497,492,502,accepted
17,16,-3108,32,36,481,476,486,accepted
18,17,-3042,30,41,503,498,508,accepted
19,18,-3038,37,47,487,482,492,accepted
20,19,-3036,3,17,469,464,474,accepted
21,20,-2853,17,20,413,408,418,accepted
22,21,-2839,30,49,421,416,426,accepted
23,22,-2794,32,41,500,495,505,accepted
24,23,-2739,8,23,480,475,485,rejected
25,24,-2686,14,24,468,463,473,accepted
26,25,-2624,8,16,460,455,465,rejected
27,26,-2586,26,35,476,471,481,accepted
28,27,-2517,5,24,442,437,447,accepted
29,28,-2498,29,43,477,472,482,accepted
30,29,-2416,38,42,521,516,526,accepted
31,30,-2397,11,13,482,477,487,rejected
32,31,-2377,6,16,458,453,463,rejected
33,32,-2345,42,44,448,443,453,accepted
34,33,-2334,34,43,428,423,433,accepted
35,34,-2318,38,41,458,453,463,rejected
36,35,-2246,5,19,466,461,471,accepted
37,36,-2245,30,31,506,501,511,accepted
38,37,-2162,32,35,483,478,488,accepted
39,38,-2134,33,35,474,469,479,accepted
40,39,-2113,26,28,498,493,503,accepted
41,40,-2075,39,47,511,506,516,accepted
42,41,-2061,17,23,476,471,481,rejected
43,42,-2053,34,36,464,459,469,accepted
44,43,-2024,45,48,506,501,511,rejected
45,44,-2006,38,49,516,511,521,rejected
46,45,-1998,28,29,467,462,472,rejected
47,46,-1977,16,19,485,480,490,accepted
48,47,-1877,26,31,483,478,488,accepted
49,48,-1876,36,47,460,455,465,rejected
50,49,-1768,48,49,515,510,520,rejected
51,50,-1763,44,48,463,458,468,rejected
52,51,-1754,6,11,481,476,486,rejected
53,52,-1478,5,20,459,454,464,rejected
54,53,-1419,30,38,511,506,516,accepted
55,54,-1417,42,46,504,499,509,rejected
56,55,-1367,2,20,428,423,433,rejected
57,56,-1355,39,43,463,458,468,rejected
58,57,-1324,33,49,450,445,455,rejected
59,58,-1306,41,46,507,502,512,rejected
60,59,-1285,9,16,451,446,456,accepted
61,60,-1228,33,39,460,455,465,rejected
62,61,-1220,46,49,459,454,464,rejected
63,62,-1175,40,50,442,437,447,rejected
64,63,-1158,36,49,478,473,483,accepted
65,64,-1151,29,44,487,482,492,rejected
66,65,-1151,18,20,413,408,418,rejected
67,66,-1119,35,41,502,497,507,accepted
68,67,-1115,27,36,509,504,514,rejected
69,68,-1068,27,39,480,475,485,accepted
70,69,-928,33,46,514,509,519,rejected
