vehicle,trip,stop,arrival,departure,stop_type
1,1,1,424.99,425.99,mandatory
1,1,2,430.99,431.99,optional
1,1,5,441.99,442.99,mandatory
1,1,8,454.99,455.99,mandatory
1,1,9,462.99,463.99,mandatory
1,1,10,467.99,468.99,mandatory
1,1,14,490.99,491.99,mandatory
1,1,15,501.99,502.99,mandatory
1,1,16,503,504,mandatory
1,1,20,520,521,mandatory
1,1,21,525,526,optional
1,1,23,533,534,mandatory
1,1,24,540,541,mandatory
1,1,25,544,545,mandatory
1,1,28,557,558,optional
1,1,29,564,565,mandatory
1,1,30,574,575,mandatory
2,1,1,451.99,452.99,mandatory
2,1,5,469.99,470.99,mandatory
2,1,7,478.99,479.99,optional
2,1,8,485.99,486.99,mandatory
2,1,9,493.99,494.99,mandatory
2,1,10,498.99,499.99,mandatory
2,1,11,503.99,504.99,optional
2,1,14,518.99,519.99,mandatory
2,1,15,529.99,530.99,mandatory
2,1,16,530.99,531.99,mandatory
2,1,19,542.99,543.99,optional
2,1,20,547.99,548.99,mandatory
2,1,21,552.99,553.99,optional
2,1,23,560.99,561.99,mandatory
2,1,24,567.99,568.99,mandatory
2,1,25,571.99,572.99,mandatory
2,1,27,578.99,579.99,optional
2,1,28,585.99,586.99,optional
2,1,29,592.99,593.99,mandatory
2,1,30,602.99,603.99,mandatory
3,1,1,477,478,mandatory
3,1,5,495,496,mandatory
3,1,8,508,509,mandatory
3,1,9,516,517,mandatory
3,1,10,521,522,mandatory
3,1,13,535,536,optional
3,1,14,542,543,mandatory
3,1,15,553,554,mandatory
3,1,16,557,558,mandatory
3,1,17,563,564,optional
3,1,18,567,568,optional
3,1,20,575,576,mandatory
3,1,22,583,584,optional
3,1,23,589,590,mandatory
3,1,24,596,597,mandatory
3,1,25,600,601,mandatory
3,1,26,604,605,optional
3,1,27,609,610,optional
3,1,29,622,623,mandatory
3,1,30,632,633,mandatory
4,1,1,499,500,mandatory
4,1,3,507,508,optional
4,1,5,516,517,mandatory
4,1,7,525,526,optional
4,1,8,532,533,mandatory
4,1,9,540,541,mandatory
4,1,10,545,546,mandatory
4,1,11,550,551,optional
4,1,12,555,556,optional
4,1,13,564,565,optional
4,1,14,571,572,mandatory
4,1,15,582,583,mandatory
4,1,16,583,584,mandatory
4,1,17,589,590,optional
4,1,20,602,603,mandatory
4,1,21,607,608,optional
4,1,22,612,613,optional
4,1,23,618,619,mandatory
4,1,24,625,626,mandatory
4,1,25,629,630,mandatory
4,1,26,633,634,optional
4,1,28,641,642,optional
4,1,29,648,649,mandatory
4,1,30,658,659,mandatory
