vehicle,trip,stop,arrival,departure,stop_type
1,1,1,425,426,mandatory
1,1,2,431,432,optional
1,1,5,442,443,mandatory
1,1,8,455,456,mandatory
1,1,9,463,464,mandatory
1,1,10,468,469,mandatory
1,1,14,491,492,mandatory
1,1,15,502,503,mandatory
1,1,16,503,504,mandatory
1,1,20,520,521,mandatory
1,1,21,525,526,optional
1,1,23,533,534,mandatory
1,1,24,540,541,mandatory
1,1,25,544,545,mandatory
1,1,29,563,564,mandatory
1,1,30,573,574,mandatory
2,1,1,456,457,mandatory
2,1,5,474,475,mandatory
2,1,8,487,488,mandatory
2,1,9,495,496,mandatory
2,1,10,500,501,mandatory
2,1,11,505,506,optional
2,1,14,520,521,mandatory
2,1,15,531,532,mandatory
2,1,16,532,533,mandatory
2,1,19,544,545,optional
2,1,20,549,550,mandatory
2,1,23,563,564,mandatory
2,1,24,570,571,mandatory
2,1,25,574,575,mandatory
2,1,27,581,582,optional
2,1,29,594,595,mandatory
2,1,30,604,605,mandatory
3,1,1,477,478,mandatory
3,1,5,495,496,mandatory
3,1,8,508,509,mandatory
3,1,9,516,517,mandatory
3,1,10,521,522,mandatory
3,1,13,535,536,optional
3,1,14,542,543,mandatory
3,1,15,553,554,mandatory
3,1,16,557,558,mandatory
3,1,17,563,564,optional
3,1,18,567,568,optional
3,1,20,575,576,mandatory
3,1,22,583,584,optional
3,1,23,589,590,mandatory
3,1,24,596,597,mandatory
3,1,25,600,601,mandatory
3,1,26,604,605,optional
3,1,27,609,610,optional
3,1,29,622,623,mandatory
3,1,30,632,633,mandatory
4,1,1,499,500,mandatory
4,1,3,507,508,optional
4,1,5,516,517,mandatory
4,1,7,525,526,optional
4,1,8,532,533,mandatory
4,1,9,540,541,mandatory
4,1,10,545,546,mandatory
4,1,11,550,551,optional
4,1,14,565,566,mandatory
4,1,15,576,577,mandatory
4,1,16,583,584,mandatory
4,1,17,589,590,optional
4,1,20,602,603,mandatory
4,1,21,607,608,optional
4,1,22,612,613,optional
4,1,23,618,619,mandatory
4,1,24,625,626,mandatory
4,1,25,629,630,mandatory
4,1,26,633,634,optional
4,1,28,641,642,optional
4,1,29,648,649,mandatory
4,1,30,658,659,mandatory
