order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,7,-39960,8,9,513,508,518,accepted
2,8,-37080,19,20,544,539,549,accepted
3,27,-31320,24,27,566,561,571,accepted
4,5,-29880,21,29,521,516,526,accepted
5,15,-29880,10,14,550,545,555,accepted
6,22,-27000,7,9,521,516,526,accepted
7,18,-25560,2,9,433,428,438,accepted
8,23,-25560,17,27,568,563,573,accepted
9,1,-24120,11,14,508,503,513,accepted
10,2,-22680,20,26,603,598,608,accepted
11,11,-22680,8,11,398,393,403,rejected
12,3,-21240,23,26,616,611,621,accepted
13,14,-21240,22,30,588,583,593,accepted
14,6,-18360,3,15,511,506,516,accepted
15,12,-14040,21,25,608,603,613,accepted
16,17,-14040,23,29,579,574,584,rejected
17,24,-14040,21,22,608,603,613,accepted
18,30,-14040,3,10,511,506,516,accepted
19,19,-12600,24,27,562,557,567,rejected
20,29,-12600,17,23,591,586,596,accepted
21,4,-11160,7,11,531,526,536,accepted
22,25,-11160,18,22,563,558,568,accepted
23,16,-9720,17,26,569,564,574,accepted
24,28,-9720,21,22,469,464,474,rejected
25,10,-6840,1,3,501,496,506,accepted
26,26,-6840,20,28,603,598,608,accepted
27,20,-5400,26,29,503,498,508,rejected
28,9,-2520,10,13,522,517,527,accepted
29,13,-2520,16,17,465,460,470,rejected
30,21,-1080,21,28,532,527,537,rejected
