vehicle,trip,stop,arrival,departure,stop_type
1,1,1,360,361,mandatory
1,1,8,364,365,mandatory
1,1,12,368,369,mandatory
1,1,13,370,371,mandatory
1,1,14,375,376,mandatory
1,1,17,379,380,mandatory
1,1,21,381,382,mandatory
1,1,24,384,385,mandatory
1,1,25,388,389,mandatory
1,1,26,405.99,406.99,mandatory
1,1,27,408.99,409.99,mandatory
1,1,28,411.99,412.99,optional
1,1,30,413.99,414.99,mandatory
1,1,34,415.99,416.99,mandatory
1,1,37,419.99,420.99,mandatory
1,1,38,424.99,425.99,mandatory
1,1,39,426.99,427.99,mandatory
1,1,40,431.99,432.99,optional
1,1,43,434.99,435.99,mandatory
1,1,46,437.99,438.99,optional
1,1,50,441.99,442.99,mandatory
1,2,1,449,450,mandatory
1,2,5,453,454,optional
1,2,8,456,457,mandatory
1,2,11,459,460,optional
1,2,12,464,465,mandatory
1,2,13,466,467,mandatory
1,2,14,471,472,mandatory
1,2,17,475,476,mandatory
1,2,18,476,477,optional
1,2,19,477,478,optional
1,2,21,478,479,mandatory
1,2,22,481,482,optional
1,2,24,483,484,mandatory
1,2,25,487,488,mandatory
1,2,26,488,489,mandatory
1,2,27,491,492,mandatory
1,2,28,494,495,optional
1,2,30,496,497,mandatory
1,2,33,498,499,optional
1,2,34,499,500,mandatory
1,2,37,503,504,mandatory
1,2,38,508,509,mandatory
1,2,39,510,511,mandatory
1,2,41,516,517,optional
1,2,42,519,520,optional
1,2,43,520,521,mandatory
1,2,45,523,524,optional
1,2,46,526,527,optional
1,2,47,529,530,optional
1,2,49,532,533,optional
1,2,50,537,538,mandatory
2,1,1,402.99,403.99,mandatory
2,1,8,406.99,407.99,mandatory
2,1,12,410.99,411.99,mandatory
2,1,13,412.99,413.99,mandatory
2,1,14,417.99,418.99,mandatory
2,1,17,421.99,422.99,mandatory
2,1,21,423.99,424.99,mandatory
2,1,24,426.99,427.99,mandatory
2,1,25,430.99,431.99,mandatory
2,1,26,431.99,432.99,mandatory
2,1,27,434.99,435.99,mandatory
2,1,30,437.99,438.99,mandatory
2,1,34,439.99,440.99,mandatory
2,1,37,443.99,444.99,mandatory
2,1,38,448.99,449.99,mandatory
2,1,39,450.99,451.99,mandatory
2,1,43,454.99,455.99,mandatory
2,1,45,457.99,458.99,optional
2,1,47,462.99,463.99,optional
2,1,50,464.99,465.99,mandatory
2,2,1,466,467,mandatory
2,2,8,470,471,mandatory
2,2,11,473,474,optional
2,2,12,478,479,mandatory
2,2,13,480,481,mandatory
2,2,14,485,486,mandatory
2,2,17,489,490,mandatory
2,2,21,491,492,mandatory
2,2,24,494,495,mandatory
2,2,25,498,499,mandatory
2,2,26,499,500,mandatory
2,2,27,502,503,mandatory
2,2,29,504,505,optional
2,2,30,507,508,mandatory
2,2,31,511,512,optional
2,2,34,515,516,mandatory
2,2,35,517,518,optional
2,2,37,520,521,mandatory
2,2,38,525,526,mandatory
2,2,39,527,528,mandatory
2,2,43,531,532,mandatory
2,2,50,535,536,mandatory
3,1,1,407,408,mandatory
3,1,2,410,411,optional
3,1,7,414,415,optional
3,1,8,417,418,mandatory
3,1,12,421,422,mandatory
3,1,13,423,424,mandatory
3,1,14,428,429,mandatory
3,1,17,432,433,mandatory
3,1,21,434,435,mandatory
3,1,24,437,438,mandatory
3,1,25,441,442,mandatory
3,1,26,450.99,451.99,mandatory
3,1,27,453.99,454.99,mandatory
3,1,28,456.99,457.99,optional
3,1,30,458.99,459.99,mandatory
3,1,31,462.99,463.99,optional
3,1,32,465.99,466.99,optional
3,1,34,467.99,468.99,mandatory
3,1,36,469.99,470.99,optional
3,1,37,471.99,472.99,mandatory
3,1,38,476.99,477.99,mandatory
3,1,39,478.99,479.99,mandatory
3,1,41,484.99,485.99,optional
3,1,42,487.99,488.99,optional
3,1,43,488.99,489.99,mandatory
3,1,44,491.99,492.99,optional
3,1,45,492.99,493.99,optional
3,1,47,497.99,498.99,optional
3,1,50,499.99,500.99,mandatory
4,1,1,425.99,426.99,mandatory
4,1,8,429.99,430.99,mandatory
4,1,10,433.99,434.99,optional
4,1,12,439.99,440.99,mandatory
4,1,13,441.99,442.99,mandatory
4,1,14,446.99,447.99,mandatory
4,1,17,450.99,451.99,mandatory
4,1,21,452.99,453.99,mandatory
4,1,24,455.99,456.99,mandatory
4,1,25,459.99,460.99,mandatory
4,1,26,479,480,mandatory
4,1,27,482,483,mandatory
4,1,29,484,485,optional
4,1,30,487,488,mandatory
4,1,34,489,490,mandatory
4,1,36,491,492,optional
4,1,37,493,494,mandatory
4,1,38,498,499,mandatory
4,1,39,500,501,mandatory
4,1,40,505,506,optional
4,1,42,507,508,optional
4,1,43,508,509,mandatory
4,1,48,512,513,optional
4,1,49,514,515,optional
4,1,50,519,520,mandatory
