vehicle,trip,stop,arrival,departure,stop_type
1,1,1,360,361,mandatory
1,1,8,364,365,mandatory
1,1,12,368,369,mandatory
1,1,13,370,371,mandatory
1,1,14,375,376,mandatory
1,1,17,379,380,mandatory
1,1,21,381,382,mandatory
1,1,24,384,385,mandatory
1,1,25,388,389,mandatory
1,1,26,403,404,mandatory
1,1,27,406,407,mandatory
1,1,28,409,410,optional
1,1,30,411,412,mandatory
1,1,34,413,414,mandatory
1,1,37,417,418,mandatory
1,1,38,422,423,mandatory
1,1,39,424,425,mandatory
1,1,40,429,430,optional
1,1,43,432,433,mandatory
1,1,46,435,436,optional
1,1,50,439,440,mandatory
1,2,1,449,450,mandatory
1,2,5,453,454,optional
1,2,8,456,457,mandatory
1,2,11,459,460,optional
1,2,12,464,465,mandatory
1,2,13,466,467,mandatory
1,2,14,471,472,mandatory
1,2,17,475,476,mandatory
1,2,18,476,477,optional
1,2,21,478,479,mandatory
1,2,22,481,482,optional
1,2,24,483,484,mandatory
1,2,25,487,488,mandatory
1,2,26,488,489,mandatory
1,2,27,491,492,mandatory
1,2,28,494,495,optional
1,2,30,496,497,mandatory
1,2,34,498,499,mandatory
1,2,37,502,503,mandatory
1,2,38,507,508,mandatory
1,2,39,509,510,mandatory
1,2,41,515,516,optional
1,2,43,518,519,mandatory
1,2,47,521,522,optional
1,2,49,524,525,optional
1,2,50,529,530,mandatory
2,1,1,403,404,mandatory
2,1,8,407,408,mandatory
2,1,12,411,412,mandatory
2,1,13,413,414,mandatory
2,1,14,418,419,mandatory
2,1,17,422,423,mandatory
2,1,21,424,425,mandatory
2,1,24,427,428,mandatory
2,1,25,431,432,mandatory
2,1,26,432,433,mandatory
2,1,27,435,436,mandatory
2,1,30,438,439,mandatory
2,1,34,440,441,mandatory
2,1,37,444,445,mandatory
2,1,38,449,450,mandatory
2,1,39,451,452,mandatory
2,1,43,455,456,mandatory
2,1,45,458,459,optional
2,1,47,463,464,optional
2,1,50,465,466,mandatory
2,2,1,466,467,mandatory
2,2,8,470,471,mandatory
2,2,11,473,474,optional
2,2,12,478,479,mandatory
2,2,13,480,481,mandatory
2,2,14,485,486,mandatory
2,2,17,489,490,mandatory
2,2,21,491,492,mandatory
2,2,24,494,495,mandatory
2,2,25,498,499,mandatory
2,2,26,499,500,mandatory
2,2,27,502,503,mandatory
2,2,29,504,505,optional
2,2,30,507,508,mandatory
2,2,31,511,512,optional
2,2,34,515,516,mandatory
2,2,35,517,518,optional
2,2,37,520,521,mandatory
2,2,38,525,526,mandatory
2,2,39,527,528,mandatory
2,2,43,531,532,mandatory
2,2,50,535,536,mandatory
3,1,1,410,411,mandatory
3,1,8,414,415,mandatory
3,1,12,418,419,mandatory
3,1,13,420,421,mandatory
3,1,14,425,426,mandatory
3,1,17,429,430,mandatory
3,1,21,431,432,mandatory
3,1,24,434,435,mandatory
3,1,25,438,439,mandatory
3,1,26,451,452,mandatory
3,1,27,454,455,mandatory
3,1,28,457,458,optional
3,1,30,459,460,mandatory
3,1,31,463,464,optional
3,1,32,466,467,optional
3,1,34,468,469,mandatory
3,1,36,470,471,optional
3,1,37,472,473,mandatory
3,1,38,477,478,mandatory
3,1,39,479,480,mandatory
3,1,41,485,486,optional
3,1,42,488,489,optional
3,1,43,489,490,mandatory
3,1,47,492,493,optional
3,1,50,494,495,mandatory
4,1,1,426,427,mandatory
4,1,8,430,431,mandatory
4,1,10,434,435,optional
4,1,12,440,441,mandatory
4,1,13,442,443,mandatory
4,1,14,447,448,mandatory
4,1,17,451,452,mandatory
4,1,21,453,454,mandatory
4,1,24,456,457,mandatory
4,1,25,460,461,mandatory
4,1,26,479,480,mandatory
4,1,27,482,483,mandatory
4,1,29,484,485,optional
4,1,30,487,488,mandatory
4,1,34,489,490,mandatory
4,1,36,491,492,optional
4,1,37,493,494,mandatory
4,1,38,498,499,mandatory
4,1,39,500,501,mandatory
4,1,40,505,506,optional
4,1,42,507,508,optional
4,1,43,508,509,mandatory
4,1,49,512,513,optional
4,1,50,517,518,mandatory
