vehicle,trip,stop,arrival,departure,stop_type
1,1,1,360,361,mandatory
1,1,8,364,365,mandatory
1,1,12,368,369,mandatory
1,1,13,370,371,mandatory
1,1,14,375,376,mandatory
1,1,17,379,380,mandatory
1,1,21,381,382,mandatory
1,1,24,384,385,mandatory
1,1,25,388,389,mandatory
1,1,26,393,394,mandatory
1,1,27,396,397,mandatory
1,1,30,399,400,mandatory
1,1,34,401,402,mandatory
1,1,37,405,406,mandatory
1,1,38,410,411,mandatory
1,1,39,412,413,mandatory
1,1,40,417,418,optional
1,1,43,420,421,mandatory
1,1,45,423,424,optional
1,1,50,429,430,mandatory
1,2,1,430,431,mandatory
1,2,8,434,435,mandatory
1,2,12,438,439,mandatory
1,2,13,440,441,mandatory
1,2,14,445,446,mandatory
1,2,17,449,450,mandatory
1,2,21,451,452,mandatory
1,2,24,454,455,mandatory
1,2,25,458,459,mandatory
1,2,26,459,460,mandatory
1,2,27,462,463,mandatory
1,2,30,465,466,mandatory
1,2,34,467,468,mandatory
1,2,36,469,470,optional
1,2,37,471,472,mandatory
1,2,38,476,477,mandatory
1,2,39,478,479,mandatory
1,2,43,482,483,mandatory
1,2,50,486,487,mandatory
2,1,1,360,361,mandatory
2,1,8,364,365,mandatory
2,1,12,368,369,mandatory
2,1,13,370,371,mandatory
2,1,14,375,376,mandatory
2,1,17,379,380,mandatory
2,1,21,381,382,mandatory
2,1,24,384,385,mandatory
2,1,25,388,389,mandatory
2,1,26,415,416,mandatory
2,1,27,418,419,mandatory
2,1,30,421,422,mandatory
2,1,33,423,424,optional
2,1,34,424,425,mandatory
2,1,37,428,429,mandatory
2,1,38,433,434,mandatory
2,1,39,435,436,mandatory
2,1,43,439,440,mandatory
2,1,48,443,444,optional
2,1,50,446,447,mandatory
2,2,1,449,450,mandatory
2,2,8,453,454,mandatory
2,2,12,457,458,mandatory
2,2,13,459,460,mandatory
2,2,14,464,465,mandatory
2,2,17,468,469,mandatory
2,2,21,470,471,mandatory
2,2,23,472,473,optional
2,2,24,477,478,mandatory
2,2,25,481,482,mandatory
2,2,26,482,483,mandatory
2,2,27,485,486,mandatory
2,2,28,488,489,optional
2,2,30,490,491,mandatory
2,2,34,492,493,mandatory
2,2,37,496,497,mandatory
2,2,38,501,502,mandatory
2,2,39,503,504,mandatory
2,2,41,509,510,optional
2,2,42,512,513,optional
2,2,43,513,514,mandatory
2,2,44,516,517,optional
2,2,46,518,519,optional
2,2,50,522,523,mandatory
3,1,1,360,361,mandatory
3,1,8,364,365,mandatory
3,1,12,368,369,mandatory
3,1,13,370,371,mandatory
3,1,14,375,376,mandatory
3,1,17,379,380,mandatory
3,1,21,381,382,mandatory
3,1,24,384,385,mandatory
3,1,25,388,389,mandatory
3,1,26,406,407,mandatory
3,1,27,409,410,mandatory
3,1,30,412,413,mandatory
3,1,34,414,415,mandatory
3,1,37,418,419,mandatory
3,1,38,423,424,mandatory
3,1,39,425,426,mandatory
3,1,40,430,431,optional
3,1,43,433,434,mandatory
3,1,50,437,438,mandatory
3,2,1,438,439,mandatory
3,2,8,442,443,mandatory
3,2,12,446,447,mandatory
3,2,13,448,449,mandatory
3,2,14,453,454,mandatory
3,2,17,457,458,mandatory
3,2,21,459,460,mandatory
3,2,24,462,463,mandatory
3,2,25,466,467,mandatory
3,2,26,470,471,mandatory
3,2,27,473,474,mandatory
3,2,30,476,477,mandatory
3,2,33,478,479,optional
3,2,34,479,480,mandatory
3,2,37,483,484,mandatory
3,2,38,488,489,mandatory
3,2,39,490,491,mandatory
3,2,40,495,496,optional
3,2,43,498,499,mandatory
3,2,48,502,503,optional
3,2,50,505,506,mandatory
4,1,1,374,375,mandatory
4,1,8,378,379,mandatory
4,1,12,382,383,mandatory
4,1,13,384,385,mandatory
4,1,14,389,390,mandatory
4,1,17,393,394,mandatory
4,1,20,397,398,optional
4,1,21,401,402,mandatory
4,1,22,404,405,optional
4,1,24,406,407,mandatory
4,1,25,410,411,mandatory
4,1,26,422,423,mandatory
4,1,27,425,426,mandatory
4,1,30,428,429,mandatory
4,1,34,430,431,mandatory
4,1,37,434,435,mandatory
4,1,38,439,440,mandatory
4,1,39,441,442,mandatory
4,1,42,445,446,optional
4,1,43,446,447,mandatory
4,1,44,449,450,optional
4,1,50,455,456,mandatory
4,2,1,456,457,mandatory
4,2,7,462,463,optional
4,2,8,465,466,mandatory
4,2,12,469,470,mandatory
4,2,13,471,472,mandatory
4,2,14,476,477,mandatory
4,2,17,480,481,mandatory
4,2,18,481,482,optional
4,2,21,483,484,mandatory
4,2,24,486,487,mandatory
4,2,25,490,491,mandatory
4,2,26,497,498,mandatory
4,2,27,500,501,mandatory
4,2,29,502,503,optional
4,2,30,505,506,mandatory
4,2,31,509,510,optional
4,2,32,512,513,optional
4,2,34,514,515,mandatory
4,2,37,518,519,mandatory
4,2,38,523,524,mandatory
4,2,39,525,526,mandatory
4,2,43,529,530,mandatory
4,2,47,532,533,optional
4,2,48,533,534,optional
4,2,50,536,537,mandatory
