vehicle,trip,stop,arrival,departure,stop_type
1,1,1,360,361,mandatory
1,1,8,364,365,mandatory
1,1,12,368,369,mandatory
1,1,13,370,371,mandatory
1,1,14,375,376,mandatory
1,1,17,379,380,mandatory
1,1,21,381,382,mandatory
1,1,24,384,385,mandatory
1,1,25,388,389,mandatory
1,1,26,392.99,393.99,mandatory
1,1,27,395.99,396.99,mandatory
1,1,30,398.99,399.99,mandatory
1,1,34,400.99,401.99,mandatory
1,1,37,404.99,405.99,mandatory
1,1,38,409.99,410.99,mandatory
1,1,39,411.99,412.99,mandatory
1,1,40,416.99,417.99,optional
1,1,43,419.99,420.99,mandatory
1,1,45,422.99,423.99,optional
1,1,50,428.99,429.99,mandatory
1,2,1,429.99,430.99,mandatory
1,2,8,433.99,434.99,mandatory
1,2,12,437.99,438.99,mandatory
1,2,13,439.99,440.99,mandatory
1,2,14,444.99,445.99,mandatory
1,2,17,448.99,449.99,mandatory
1,2,21,450.99,451.99,mandatory
1,2,24,453.99,454.99,mandatory
1,2,25,457.99,458.99,mandatory
1,2,26,459,460,mandatory
1,2,27,462,463,mandatory
1,2,30,465,466,mandatory
1,2,34,467,468,mandatory
1,2,36,469,470,optional
1,2,37,471,472,mandatory
1,2,38,476,477,mandatory
1,2,39,478,479,mandatory
1,2,43,482,483,mandatory
1,2,50,486,487,mandatory
2,1,1,360,361,mandatory
2,1,8,364,365,mandatory
2,1,12,368,369,mandatory
2,1,13,370,371,mandatory
2,1,14,375,376,mandatory
2,1,17,379,380,mandatory
2,1,21,381,382,mandatory
2,1,24,384,385,mandatory
2,1,25,388,389,mandatory
2,1,26,414.99,415.99,mandatory
2,1,27,417.99,418.99,mandatory
2,1,30,420.99,421.99,mandatory
2,1,33,422.99,423.99,optional
2,1,34,423.99,424.99,mandatory
2,1,37,427.99,428.99,mandatory
2,1,38,432.99,433.99,mandatory
2,1,39,434.99,435.99,mandatory
2,1,43,438.99,439.99,mandatory
2,1,48,442.99,443.99,optional
2,1,50,445.99,446.99,mandatory
2,2,1,449,450,mandatory
2,2,8,453,454,mandatory
2,2,12,457,458,mandatory
2,2,13,459,460,mandatory
2,2,14,464,465,mandatory
2,2,17,468,469,mandatory
2,2,21,470,471,mandatory
2,2,23,472,473,optional
2,2,24,477,478,mandatory
2,2,25,481,482,mandatory
2,2,26,482,483,mandatory
2,2,27,485,486,mandatory
2,2,28,488,489,optional
2,2,30,490,491,mandatory
2,2,34,492,493,mandatory
2,2,36,494,495,optional
2,2,37,496,497,mandatory
2,2,38,501,502,mandatory
2,2,39,503,504,mandatory
2,2,41,509,510,optional
2,2,42,512,513,optional
2,2,43,513,514,mandatory
2,2,44,516,517,optional
2,2,46,518,519,optional
2,2,50,522,523,mandatory
3,1,1,360,361,mandatory
3,1,8,364,365,mandatory
3,1,12,368,369,mandatory
3,1,13,370,371,mandatory
3,1,14,375,376,mandatory
3,1,17,379,380,mandatory
3,1,21,381,382,mandatory
3,1,24,384,385,mandatory
3,1,25,388,389,mandatory
3,1,26,405.99,406.99,mandatory
3,1,27,408.99,409.99,mandatory
3,1,30,411.99,412.99,mandatory
3,1,34,413.99,414.99,mandatory
3,1,37,417.99,418.99,mandatory
3,1,38,422.99,423.99,mandatory
3,1,39,424.99,425.99,mandatory
3,1,40,429.99,430.99,optional
3,1,43,432.99,433.99,mandatory
3,1,50,436.99,437.99,mandatory
3,2,1,439.99,440.99,mandatory
3,2,8,443.99,444.99,mandatory
3,2,12,447.99,448.99,mandatory
3,2,13,449.99,450.99,mandatory
3,2,14,454.99,455.99,mandatory
3,2,17,458.99,459.99,mandatory
3,2,21,460.99,461.99,mandatory
3,2,24,463.99,464.99,mandatory
3,2,25,467.99,468.99,mandatory
3,2,26,470,471,mandatory
3,2,27,473,474,mandatory
3,2,30,476,477,mandatory
3,2,33,478,479,optional
3,2,34,479,480,mandatory
3,2,37,483,484,mandatory
3,2,38,488,489,mandatory
3,2,39,490,491,mandatory
3,2,40,495,496,optional
3,2,41,496,497,optional
3,2,42,499,500,optional
3,2,43,500,501,mandatory
3,2,44,503,504,optional
3,2,46,505,506,optional
3,2,48,507,508,optional
3,2,50,510,511,mandatory
4,1,1,373.99,374.99,mandatory
4,1,8,377.99,378.99,mandatory
4,1,12,381.99,382.99,mandatory
4,1,13,383.99,384.99,mandatory
4,1,14,388.99,389.99,mandatory
4,1,17,392.99,393.99,mandatory
4,1,20,396.99,397.99,optional
4,1,21,400.99,401.99,mandatory
4,1,22,403.99,404.99,optional
4,1,24,405.99,406.99,mandatory
4,1,25,409.99,410.99,mandatory
4,1,26,421.99,422.99,mandatory
4,1,27,424.99,425.99,mandatory
4,1,30,427.99,428.99,mandatory
4,1,34,429.99,430.99,mandatory
4,1,37,433.99,434.99,mandatory
4,1,38,438.99,439.99,mandatory
4,1,39,440.99,441.99,mandatory
4,1,42,444.99,445.99,optional
4,1,43,445.99,446.99,mandatory
4,1,44,448.99,449.99,optional
4,1,50,454.99,455.99,mandatory
4,2,1,456,457,mandatory
4,2,7,462,463,optional
4,2,8,465,466,mandatory
4,2,12,469,470,mandatory
4,2,13,471,472,mandatory
4,2,14,476,477,mandatory
4,2,15,478,479,optional
4,2,17,480,481,mandatory
4,2,18,481,482,optional
4,2,19,482,483,optional
4,2,21,483,484,mandatory
4,2,23,485,486,optional
4,2,24,490,491,mandatory
4,2,25,494,495,mandatory
4,2,26,497,498,mandatory
4,2,27,500,501,mandatory
4,2,29,502,503,optional
4,2,30,505,506,mandatory
4,2,31,509,510,optional
4,2,32,512,513,optional
4,2,34,514,515,mandatory
4,2,36,516,517,optional
4,2,37,518,519,mandatory
4,2,38,523,524,mandatory
4,2,39,525,526,mandatory
4,2,43,529,530,mandatory
4,2,47,532,533,optional
4,2,48,533,534,optional
4,2,50,536,537,mandatory
