order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,2,-41400,18,22,594,584,604,accepted
2,12,-37080,3,7,448,438,458,accepted
3,25,-37080,26,29,618,608,628,accepted
4,23,-35640,16,26,585,575,595,accepted
5,19,-34200,28,29,580,570,590,accepted
6,27,-32760,4,9,516,506,526,accepted
7,10,-29880,18,19,594,584,604,accepted
8,20,-27000,23,28,609,599,619,accepted
9,29,-25560,20,26,535,525,545,accepted
10,3,-24120,25,29,618,608,628,accepted
11,22,-24120,17,23,591,581,601,accepted
12,6,-22680,24,25,573,563,583,accepted
13,18,-21240,3,7,487,477,497,accepted
14,28,-18360,10,14,550,540,560,accepted
15,15,-15480,17,18,547,537,557,accepted
16,16,-12600,17,20,591,581,601,accepted
17,5,-11160,20,27,499,489,509,accepted
18,11,-11160,17,26,591,581,601,accepted
19,13,-11160,11,15,555,545,565,accepted
20,24,-11160,18,27,521,511,531,rejected
21,8,-9720,19,24,573,563,583,accepted
22,9,-9720,26,27,626,616,636,accepted
23,14,-9720,20,30,603,593,613,accepted
24,4,-6840,26,27,495,485,505,rejected
25,17,-6840,19,20,520,510,530,rejected
26,7,-5400,21,23,529,519,539,rejected
27,30,-5400,20,29,489,479,499,accepted
28,21,-3960,18,27,591,581,601,accepted
29,1,-2520,18,23,594,584,604,accepted
30,26,-2520,7,11,531,521,541,accepted
