order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,7,-42840,32,36,480,475,485,accepted
2,13,-42840,39,47,507,502,512,accepted
3,16,-41400,34,36,508,503,513,accepted
4,22,-41400,37,44,496,491,501,accepted
5,21,-39960,40,50,513,508,518,accepted
6,35,-39960,34,48,480,475,485,accepted
7,49,-39960,4,24,450,445,455,accepted
8,50,-39960,35,37,510,505,515,accepted
9,27,-38520,29,40,449,444,454,accepted
10,4,-37080,18,24,431,426,436,accepted
11,14,-35640,44,48,464,459,469,accepted
12,26,-35640,41,44,490,485,495,accepted
13,29,-35640,30,41,501,496,506,accepted
14,17,-34200,11,25,463,458,468,accepted
15,39,-34200,24,25,426,421,431,accepted
16,47,-34200,26,44,442,437,447,accepted
17,3,-32760,9,16,443,438,448,accepted
18,1,-31320,38,40,515,510,520,accepted
19,11,-31320,36,49,481,476,486,accepted
20,32,-31320,28,37,497,492,502,accepted
21,36,-31320,38,44,515,510,520,accepted
22,8,-29880,33,47,424,419,429,rejected
23,19,-29880,39,45,505,500,510,accepted
24,28,-27000,28,37,497,492,502,accepted
25,30,-25560,27,32,496,491,501,accepted
26,31,-25560,31,50,457,452,462,rejected
27,24,-24120,28,45,481,476,486,accepted
28,37,-22680,48,49,474,469,479,accepted
29,42,-21240,33,35,464,459,469,rejected
30,10,-18360,6,16,454,449,459,accepted
31,6,-16920,44,46,485,480,490,rejected
32,33,-15480,33,38,487,482,492,rejected
33,9,-14040,30,49,425,420,430,rejected
34,18,-11160,6,11,403,398,408,accepted
35,34,-11160,1,15,430,425,435,accepted
36,5,-9720,33,49,446,441,451,rejected
37,15,-9720,32,44,481,476,486,accepted
38,38,-9720,9,19,440,435,445,accepted
39,41,-9720,4,25,450,445,455,accepted
40,45,-9720,30,44,490,485,495,accepted
41,25,-6840,28,48,497,492,502,accepted
42,40,-5400,31,46,445,440,450,accepted
43,43,-5400,5,18,452,447,457,accepted
44,2,-3960,5,19,452,447,457,accepted
45,12,-3960,34,39,487,482,492,rejected
46,20,-3960,47,49,470,465,475,rejected
47,48,-2520,20,25,471,466,476,rejected
48,23,-1080,34,39,482,477,487,accepted
49,44,-1080,39,46,454,449,459,rejected
50,46,-1080,32,35,488,483,493,accepted
