order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,36,-42840,31,40,481,471,491,accepted
2,2,-41400,36,44,526,516,536,accepted
3,32,-41400,21,25,485,475,495,accepted
4,52,-38520,14,28,466,456,476,accepted
5,12,-37080,5,13,431,421,441,accepted
6,25,-37080,51,58,567,557,577,accepted
7,23,-35640,31,53,512,502,522,accepted
8,19,-34200,56,57,536,526,546,accepted
9,38,-34200,51,55,569,559,579,accepted
10,43,-34200,37,46,515,505,525,accepted
11,45,-34200,9,20,453,443,463,accepted
12,27,-32760,7,17,449,439,459,accepted
13,46,-32760,14,19,457,447,467,accepted
14,49,-32760,31,49,483,473,493,accepted
15,50,-32760,33,44,472,462,482,accepted
16,40,-31320,46,59,555,545,565,accepted
17,59,-31320,47,53,489,479,499,accepted
18,10,-29880,35,37,523,513,533,accepted
19,44,-29880,52,58,531,521,541,accepted
20,58,-28440,7,21,449,439,459,accepted
21,20,-27000,45,56,552,542,562,accepted
22,29,-25560,40,51,500,490,510,accepted
23,31,-25560,47,49,559,549,569,accepted
24,41,-25560,8,19,451,441,461,accepted
25,3,-24120,50,58,566,556,576,accepted
26,22,-24120,32,47,516,506,526,accepted
27,6,-22680,47,48,530,520,540,accepted
28,18,-21240,5,13,444,434,454,accepted
29,47,-21240,46,52,496,486,506,accepted
30,28,-18360,21,28,485,475,495,accepted
31,48,-18360,34,52,520,510,530,accepted
32,53,-18360,33,35,503,493,513,accepted
33,15,-15480,33,35,510,500,520,accepted
34,37,-15480,45,46,552,542,562,accepted
35,39,-15480,39,42,519,509,529,accepted
36,16,-12600,33,40,518,508,528,accepted
37,42,-12600,33,55,446,436,456,accepted
38,54,-12600,49,57,564,554,574,accepted
39,5,-11160,39,54,471,461,481,accepted
40,11,-11160,33,52,518,508,528,accepted
41,13,-11160,21,30,485,475,495,accepted
42,24,-11160,35,53,489,479,499,accepted
43,34,-11160,34,44,520,510,530,accepted
44,51,-11160,31,51,512,502,522,accepted
45,8,-9720,37,47,529,519,539,accepted
46,9,-9720,51,53,569,559,579,accepted
47,14,-9720,40,59,536,526,546,accepted
48,35,-9720,43,57,489,479,499,accepted
49,55,-9720,11,27,437,427,447,accepted
50,56,-9720,49,54,516,506,526,accepted
51,4,-6840,51,52,497,487,507,accepted
52,17,-6840,36,38,488,478,498,accepted
53,60,-6840,33,49,518,508,528,accepted
54,7,-5400,41,46,495,485,505,accepted
55,30,-5400,39,58,463,453,473,accepted
56,21,-3960,36,53,526,516,536,accepted
57,1,-2520,36,45,526,516,536,accepted
58,26,-2520,12,22,460,450,470,accepted
59,33,-2520,40,57,505,495,515,accepted
60,57,-1080,6,11,446,436,456,accepted
