order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,0,-3755,28,33,462,457,467,accepted
2,1,-3708,31,32,489,484,494,accepted
3,2,-3661,38,41,478,473,483,accepted
4,3,-3574,5,19,455,450,460,accepted
5,4,-3568,1,24,460,455,465,accepted
6,5,-3540,9,13,446,441,451,accepted
7,6,-3489,4,13,476,471,481,accepted
8,7,-3375,29,49,447,442,452,accepted
9,8,-3286,30,50,509,504,514,accepted
10,9,-3255,27,32,414,409,419,accepted
11,10,-3180,40,43,529,524,534,accepted
12,11,-3173,30,38,457,452,462,accepted
13,12,-3084,29,31,506,501,511,accepted
14,13,-2997,41,44,496,491,501,rejected
15,14,-2996,28,48,504,499,509,accepted
16,15,-2911,3,4,458,453,463,rejected
17,16,-2890,31,38,484,479,489,accepted
18,17,-2878,18,25,429,424,434,accepted
19,18,-2826,6,18,455,450,460,rejected
20,19,-2806,39,40,480,475,485,accepted
21,20,-2631,27,41,504,499,509,accepted
22,21,-2613,32,48,458,453,463,accepted
23,22,-2497,30,36,467,462,472,accepted
24,23,-2486,44,49,507,502,512,accepted
25,24,-2439,11,23,428,423,433,accepted
26,25,-2389,35,46,514,509,519,accepted
27,26,-2245,30,31,506,501,511,accepted
28,27,-2212,29,43,498,493,503,accepted
29,28,-2074,29,30,450,445,455,accepted
30,29,-2058,44,46,510,505,515,accepted
31,30,-1998,28,29,467,462,472,rejected
32,31,-1961,8,17,433,428,438,rejected
33,32,-1957,35,39,491,486,496,accepted
34,33,-1799,31,40,457,452,462,rejected
35,34,-1796,41,45,511,506,516,rejected
36,35,-1789,38,48,507,502,512,accepted
37,36,-1752,36,40,485,480,490,rejected
38,37,-1602,10,13,417,412,422,accepted
39,38,-1596,40,50,493,488,498,rejected
40,39,-1502,12,18,476,471,481,rejected
41,40,-1422,7,19,419,414,424,accepted
42,41,-1303,29,35,448,443,453,accepted
43,42,-1287,36,50,439,434,444,accepted
44,43,-1163,4,22,464,459,469,rejected
45,44,-1125,39,44,464,459,469,rejected
46,45,-1100,36,40,509,504,514,rejected
47,46,-1078,28,45,486,481,491,accepted
48,47,-1070,33,42,496,491,501,accepted
49,48,-1015,16,24,455,450,460,accepted
50,49,-958,34,44,508,503,513,rejected
