vehicle,trip,stop,arrival,departure,stop_type
1,1,1,360,361,mandatory
1,1,8,364,365,mandatory
1,1,12,368,369,mandatory
1,1,13,370,371,mandatory
1,1,14,375,376,mandatory
1,1,17,379,380,mandatory
1,1,21,381,382,mandatory
1,1,24,384,385,mandatory
1,1,25,388,389,mandatory
1,1,26,401.99,402.99,mandatory
1,1,27,404.99,405.99,mandatory
1,1,30,407.99,408.99,mandatory
1,1,34,409.99,410.99,mandatory
1,1,36,411.99,412.99,optional
1,1,37,413.99,414.99,mandatory
1,1,38,418.99,419.99,mandatory
1,1,39,420.99,421.99,mandatory
1,1,42,424.99,425.99,optional
1,1,43,425.99,426.99,mandatory
1,1,47,428.99,429.99,optional
1,1,48,429.99,430.99,optional
1,1,50,432.99,433.99,mandatory
1,2,1,436.99,437.99,mandatory
1,2,8,440.99,441.99,mandatory
1,2,11,443.99,444.99,optional
1,2,12,448.99,449.99,mandatory
1,2,13,450.99,451.99,mandatory
1,2,14,455.99,456.99,mandatory
1,2,16,458.99,459.99,optional
1,2,17,460.99,461.99,mandatory
1,2,21,462.99,463.99,mandatory
1,2,23,464.99,465.99,optional
1,2,24,469.99,470.99,mandatory
1,2,25,473.99,474.99,mandatory
1,2,26,477,478,mandatory
1,2,27,480,481,mandatory
1,2,28,483,484,optional
1,2,29,487,488,optional
1,2,30,490,491,mandatory
1,2,31,494,495,optional
1,2,34,498,499,mandatory
1,2,36,500,501,optional
1,2,37,502,503,mandatory
1,2,38,507,508,mandatory
1,2,39,509,510,mandatory
1,2,42,513,514,optional
1,2,43,514,515,mandatory
1,2,44,517,518,optional
1,2,45,518,519,optional
1,2,46,521,522,optional
1,2,47,524,525,optional
1,2,48,525,526,optional
1,2,49,527,528,optional
1,2,50,532,533,mandatory
2,1,1,362,363,mandatory
2,1,8,366,367,mandatory
2,1,12,370,371,mandatory
2,1,13,372,373,mandatory
2,1,14,377,378,mandatory
2,1,17,381,382,mandatory
2,1,21,383,384,mandatory
2,1,24,386,387,mandatory
2,1,25,390,391,mandatory
2,1,26,391,392,mandatory
2,1,27,394,395,mandatory
2,1,30,397,398,mandatory
2,1,34,399,400,mandatory
2,1,37,403,404,mandatory
2,1,38,408,409,mandatory
2,1,39,410,411,mandatory
2,1,43,414,415,mandatory
2,1,44,417,418,optional
2,1,47,421,422,optional
2,1,50,423,424,mandatory
2,2,1,424,425,mandatory
2,2,8,428,429,mandatory
2,2,11,431,432,optional
2,2,12,436,437,mandatory
2,2,13,438,439,mandatory
2,2,14,443,444,mandatory
2,2,17,447,448,mandatory
2,2,18,448,449,optional
2,2,21,450,451,mandatory
2,2,23,452,453,optional
2,2,24,457,458,mandatory
2,2,25,461,462,mandatory
2,2,26,462,463,mandatory
2,2,27,465,466,mandatory
2,2,28,468,469,optional
2,2,30,470,471,mandatory
2,2,32,471,472,optional
2,2,33,472,473,optional
2,2,34,473,474,mandatory
2,2,35,475,476,optional
2,2,37,478,479,mandatory
2,2,38,483,484,mandatory
2,2,39,485,486,mandatory
2,2,42,489,490,optional
2,2,43,490,491,mandatory
2,2,44,493,494,optional
2,2,45,494,495,optional
2,2,46,497,498,optional
2,2,47,500,501,optional
2,2,48,501,502,optional
2,2,49,503,504,optional
2,2,50,508,509,mandatory
3,1,1,367,368,mandatory
3,1,8,371,372,mandatory
3,1,11,374,375,optional
3,1,12,379,380,mandatory
3,1,13,381,382,mandatory
3,1,14,386,387,mandatory
3,1,17,390,391,mandatory
3,1,21,392,393,mandatory
3,1,24,395,396,mandatory
3,1,25,399,400,mandatory
3,1,26,417,418,mandatory
3,1,27,420,421,mandatory
3,1,28,423,424,optional
3,1,30,425,426,mandatory
3,1,33,427,428,optional
3,1,34,428,429,mandatory
3,1,36,430,431,optional
3,1,37,432,433,mandatory
3,1,38,437,438,mandatory
3,1,39,439,440,mandatory
3,1,40,444,445,optional
3,1,43,447,448,mandatory
3,1,44,450,451,optional
3,1,45,451,452,optional
3,1,46,454,455,optional
3,1,48,456,457,optional
3,1,50,459,460,mandatory
3,2,1,461.99,462.99,mandatory
3,2,3,464.99,465.99,optional
3,2,7,467.99,468.99,optional
3,2,8,470.99,471.99,mandatory
3,2,11,473.99,474.99,optional
3,2,12,478.99,479.99,mandatory
3,2,13,480.99,481.99,mandatory
3,2,14,485.99,486.99,mandatory
3,2,15,487.99,488.99,optional
3,2,17,489.99,490.99,mandatory
3,2,21,491.99,492.99,mandatory
3,2,24,494.99,495.99,mandatory
3,2,25,498.99,499.99,mandatory
3,2,26,500,501,mandatory
3,2,27,503,504,mandatory
3,2,30,506,507,mandatory
3,2,32,507,508,optional
3,2,33,508,509,optional
3,2,34,509,510,mandatory
3,2,37,513,514,mandatory
3,2,38,518,519,mandatory
3,2,39,520,521,mandatory
3,2,40,525,526,optional
3,2,42,527,528,optional
3,2,43,528,529,mandatory
3,2,44,531,532,optional
3,2,45,532,533,optional
3,2,46,535,536,optional
3,2,50,539,540,mandatory
4,1,1,391.99,392.99,mandatory
4,1,8,395.99,396.99,mandatory
4,1,12,399.99,400.99,mandatory
4,1,13,401.99,402.99,mandatory
4,1,14,406.99,407.99,mandatory
4,1,17,410.99,411.99,mandatory
4,1,20,414.99,415.99,optional
4,1,21,418.99,419.99,mandatory
4,1,24,421.99,422.99,mandatory
4,1,25,425.99,426.99,mandatory
4,1,26,439.99,440.99,mandatory
4,1,27,442.99,443.99,mandatory
4,1,30,445.99,446.99,mandatory
4,1,31,449.99,450.99,optional
4,1,32,452.99,453.99,optional
4,1,34,454.99,455.99,mandatory
4,1,37,458.99,459.99,mandatory
4,1,38,463.99,464.99,mandatory
4,1,39,465.99,466.99,mandatory
4,1,43,469.99,470.99,mandatory
4,1,44,472.99,473.99,optional
4,1,45,473.99,474.99,optional
4,1,50,479.99,480.99,mandatory
4,2,1,481,482,mandatory
4,2,8,485,486,mandatory
4,2,12,489,490,mandatory
4,2,13,491,492,mandatory
4,2,14,496,497,mandatory
4,2,15,498,499,optional
4,2,16,499,500,optional
4,2,17,501,502,mandatory
4,2,21,503,504,mandatory
4,2,24,506,507,mandatory
4,2,25,510,511,mandatory
4,2,26,511,512,mandatory
4,2,27,514,515,mandatory
4,2,30,517,518,mandatory
4,2,34,519,520,mandatory
4,2,37,523,524,mandatory
4,2,38,528,529,mandatory
4,2,39,530,531,mandatory
4,2,43,534,535,mandatory
4,2,50,538,539,mandatory
