order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,0,-3879,34,36,432,427.0,437.0,accepted
2,1,-3840,3,17,471,466.0,476.0,accepted
3,2,-3835,28,34,474,469.0,479.0,accepted
4,3,-3821,7,15,474,469.0,479.0,accepted
5,4,-3808,30,44,489,484.0,494.0,accepted
6,5,-3787,27,49,483,478.0,488.0,accepted
7,6,-3763,42,46,513,508.0,518.0,accepted
8,7,-3761,26,45,503,498.0,508.0,accepted
9,8,-3694,11,23,442,437.0,447.0,accepted
10,9,-3660,15,16,494,489.0,499.0,accepted
11,10,-3563,45,49,514,509.0,519.0,accepted
12,11,-3549,15,24,490,485.0,495.0,accepted
13,12,-3457,27,30,461,456.0,466.0,accepted
14,13,-3449,8,11,469,464.0,474.0,accepted
15,14,-3403,32,45,459,454.0,464.0,accepted
16,15,-3357,33,50,478,473.0,483.0,accepted
17,16,-3332,40,46,527,522.0,532.0,accepted
18,17,-3302,4,10,474,469.0,479.0,rejected
19,18,-3245,31,38,500,495.0,505.0,accepted
20,19,-3170,33,40,511,506.0,516.0,accepted
21,20,-3092,27,44,508,503.0,513.0,accepted
22,21,-3084,29,31,506,501.0,511.0,rejected
23,22,-3055,34,38,511,506.0,516.0,accepted
24,23,-3021,33,34,464,459.0,469.0,rejected
25,24,-3015,4,11,447,442.0,452.0,rejected
26,25,-3007,4,22,477,472.0,482.0,rejected
27,26,-2955,31,43,445,440.0,450.0,rejected
28,27,-2935,43,45,515,510.0,520.0,accepted
29,28,-2920,38,44,514,509.0,519.0,accepted
30,29,-2875,29,49,485,480.0,490.0,accepted
31,30,-2853,17,20,413,408.0,418.0,accepted
32,31,-2824,11,17,375,370.0,380.0,accepted
33,32,-2792,34,43,428,423.0,433.0,accepted
34,33,-2777,43,44,476,471.0,481.0,accepted
35,34,-2746,31,41,511,506.0,516.0,rejected
36,35,-2739,8,23,480,475.0,485.0,rejected
37,36,-2734,36,40,426,421.0,431.0,accepted
38,37,-2727,17,23,450,445.0,455.0,accepted
39,38,-2686,6,14,457,452.0,462.0,rejected
40,39,-2686,14,24,468,463.0,473.0,rejected
41,40,-2676,12,17,486,481.0,491.0,accepted
42,41,-2644,43,45,518,513.0,523.0,accepted
43,42,-2642,11,18,434,429.0,439.0,accepted
44,43,-2601,21,25,420,415.0,425.0,accepted
45,44,-2586,26,35,476,471.0,481.0,rejected
46,45,-2584,4,20,476,471.0,481.0,rejected
47,46,-2580,37,41,439,434.0,444.0,rejected
48,47,-2558,7,11,447,442.0,452.0,rejected
49,48,-2520,11,12,472,467.0,477.0,accepted
50,49,-2476,42,46,491,486.0,496.0,accepted
51,50,-2467,43,47,483,478.0,488.0,rejected
52,51,-2334,33,43,511,506.0,516.0,accepted
53,52,-2301,28,45,467,462.0,472.0,accepted
54,53,-2299,11,19,483,478.0,488.0,rejected
55,54,-2273,34,44,431,426.0,436.0,accepted
56,55,-2271,42,44,458,453.0,463.0,rejected
57,56,-2251,34,45,515,510.0,520.0,accepted
58,57,-2218,44,49,438,433.0,443.0,rejected
59,58,-2212,29,43,498,493.0,503.0,rejected
60,59,-2173,27,30,417,412.0,422.0,accepted
61,60,-2164,33,47,472,467.0,477.0,accepted
62,61,-2149,44,47,420,415.0,425.0,accepted
63,62,-2063,43,47,517,512.0,522.0,accepted
64,63,-2052,31,43,455,450.0,460.0,accepted
65,64,-2030,34,50,456,451.0,461.0,accepted
66,65,-2022,44,45,499,494.0,504.0,rejected
67,66,-2016,33,45,428,423.0,433.0,accepted
68,67,-1962,26,40,490,485.0,495.0,rejected
69,68,-1932,35,38,472,467.0,477.0,accepted
70,69,-1879,41,45,481,476.0,486.0,rejected
71,70,-1876,36,47,460,455.0,465.0,rejected
72,71,-1859,28,36,460,455.0,465.0,rejected
73,72,-1768,26,29,451,446.0,456.0,rejected
74,73,-1753,48,49,468,463.0,473.0,rejected
75,74,-1562,22,25,489,484.0,494.0,rejected
76,75,-1550,40,41,524,519.0,529.0,rejected
77,76,-1515,33,46,501,496.0,506.0,rejected
78,77,-1512,28,42,513,508.0,518.0,rejected
79,78,-1496,35,47,468,463.0,473.0,rejected
80,79,-1459,41,43,476,471.0,481.0,rejected
81,80,-1444,3,14,469,464.0,474.0,accepted
82,81,-1438,36,43,501,496.0,506.0,accepted
83,82,-1396,29,32,456,451.0,461.0,rejected
84,83,-1395,31,37,485,480.0,490.0,rejected
85,84,-1394,32,35,481,476.0,486.0,rejected
86,85,-1360,12,21,451,446.0,456.0,accepted
87,86,-1358,42,48,523,518.0,528.0,rejected
88,87,-1334,12,25,373,368.0,378.0,accepted
89,88,-1323,30,35,483,478.0,488.0,rejected
90,89,-1318,36,46,437,432.0,442.0,rejected
91,90,-1314,1,13,447,442.0,452.0,rejected
92,91,-1287,36,50,439,434.0,444.0,rejected
93,92,-1273,43,49,477,472.0,482.0,rejected
94,93,-1226,5,14,478,473.0,483.0,rejected
95,94,-1206,29,38,467,462.0,472.0,rejected
96,95,-1086,30,44,511,506.0,516.0,accepted
97,96,-1047,38,49,511,506.0,516.0,accepted
98,97,-1042,26,28,421,416.0,426.0,accepted
99,98,-1010,32,35,474,469.0,479.0,accepted
100,99,-968,28,36,485,480.0,490.0,accepted
