vehicle,trip,stop,arrival,departure,stop_type
1,1,1,360,361,mandatory
1,1,8,364,365,mandatory
1,1,12,368,369,mandatory
1,1,13,370,371,mandatory
1,1,14,375,376,mandatory
1,1,17,379,380,mandatory
1,1,21,381,382,mandatory
1,1,24,384,385,mandatory
1,1,25,388,389,mandatory
1,1,26,411,412,mandatory
1,1,27,414,415,mandatory
1,1,30,417,418,mandatory
1,1,33,419,420,optional
1,1,34,420,421,mandatory
1,1,37,424,425,mandatory
1,1,38,429,430,mandatory
1,1,39,431,432,mandatory
1,1,43,435,436,mandatory
1,1,49,439,440,optional
1,1,50,444,445,mandatory
1,2,1,445,446,mandatory
1,2,6,452,453,optional
1,2,8,455,456,mandatory
1,2,12,459,460,mandatory
1,2,13,461,462,mandatory
1,2,14,466,467,mandatory
1,2,16,469,470,optional
1,2,17,471,472,mandatory
1,2,21,473,474,mandatory
1,2,24,476,477,mandatory
1,2,25,480,481,mandatory
1,2,26,481,482,mandatory
1,2,27,484,485,mandatory
1,2,30,487,488,mandatory
1,2,31,491,492,optional
1,2,32,494,495,optional
1,2,33,495,496,optional
1,2,34,496,497,mandatory
1,2,35,498,499,optional
1,2,36,499,500,optional
1,2,37,501,502,mandatory
1,2,38,506,507,mandatory
1,2,39,508,509,mandatory
1,2,41,514,515,optional
1,2,43,517,518,mandatory
1,2,44,520,521,optional
1,2,46,522,523,optional
1,2,47,525,526,optional
1,2,50,527,528,mandatory
2,1,1,360,361,mandatory
2,1,8,364,365,mandatory
2,1,12,368,369,mandatory
2,1,13,370,371,mandatory
2,1,14,375,376,mandatory
2,1,17,379,380,mandatory
2,1,21,381,382,mandatory
2,1,24,384,385,mandatory
2,1,25,388,389,mandatory
2,1,26,420.99,421.99,mandatory
2,1,27,423.99,424.99,mandatory
2,1,30,426.99,427.99,mandatory
2,1,33,428.99,429.99,optional
2,1,34,429.99,430.99,mandatory
2,1,37,433.99,434.99,mandatory
2,1,38,438.99,439.99,mandatory
2,1,39,440.99,441.99,mandatory
2,1,42,444.99,445.99,optional
2,1,43,445.99,446.99,mandatory
2,1,44,448.99,449.99,optional
2,1,47,452.99,453.99,optional
2,1,48,453.99,454.99,optional
2,1,50,456.99,457.99,mandatory
2,2,1,458,459,mandatory
2,2,5,462,463,optional
2,2,8,465,466,mandatory
2,2,12,469,470,mandatory
2,2,13,471,472,mandatory
2,2,14,476,477,mandatory
2,2,15,478,479,optional
2,2,17,480,481,mandatory
2,2,18,481,482,optional
2,2,19,482,483,optional
2,2,20,485,486,optional
2,2,21,489,490,mandatory
2,2,23,491,492,optional
2,2,24,496,497,mandatory
2,2,25,500,501,mandatory
2,2,26,501,502,mandatory
2,2,27,504,505,mandatory
2,2,30,507,508,mandatory
2,2,34,509,510,mandatory
2,2,35,511,512,optional
2,2,37,514,515,mandatory
2,2,38,519,520,mandatory
2,2,39,521,522,mandatory
2,2,40,526,527,optional
2,2,41,527,528,optional
2,2,43,530,531,mandatory
2,2,49,534,535,optional
2,2,50,539,540,mandatory
3,1,1,391.99,392.99,mandatory
3,1,8,395.99,396.99,mandatory
3,1,12,399.99,400.99,mandatory
3,1,13,401.99,402.99,mandatory
3,1,14,406.99,407.99,mandatory
3,1,17,410.99,411.99,mandatory
3,1,18,411.99,412.99,optional
3,1,20,415.99,416.99,optional
3,1,21,419.99,420.99,mandatory
3,1,24,422.99,423.99,mandatory
3,1,25,426.99,427.99,mandatory
3,1,26,436.99,437.99,mandatory
3,1,27,439.99,440.99,mandatory
3,1,30,442.99,443.99,mandatory
3,1,33,444.99,445.99,optional
3,1,34,445.99,446.99,mandatory
3,1,37,449.99,450.99,mandatory
3,1,38,454.99,455.99,mandatory
3,1,39,456.99,457.99,mandatory
3,1,40,461.99,462.99,optional
3,1,41,462.99,463.99,optional
3,1,43,465.99,466.99,mandatory
3,1,50,469.99,470.99,mandatory
3,2,1,471,472,mandatory
3,2,8,475,476,mandatory
3,2,12,479,480,mandatory
3,2,13,481,482,mandatory
3,2,14,486,487,mandatory
3,2,16,489,490,optional
3,2,17,491,492,mandatory
3,2,19,493,494,optional
3,2,21,494,495,mandatory
3,2,24,497,498,mandatory
3,2,25,501,502,mandatory
3,2,26,502,503,mandatory
3,2,27,505,506,mandatory
3,2,29,507,508,optional
3,2,30,510,511,mandatory
3,2,34,512,513,mandatory
3,2,36,514,515,optional
3,2,37,516,517,mandatory
3,2,38,521,522,mandatory
3,2,39,523,524,mandatory
3,2,42,527,528,optional
3,2,43,528,529,mandatory
3,2,44,531,532,optional
3,2,45,532,533,optional
3,2,48,536,537,optional
3,2,50,539,540,mandatory
4,1,1,405.99,406.99,mandatory
4,1,7,411.99,412.99,optional
4,1,8,414.99,415.99,mandatory
4,1,9,415.99,416.99,optional
4,1,12,419.99,420.99,mandatory
4,1,13,421.99,422.99,mandatory
4,1,14,426.99,427.99,mandatory
4,1,17,430.99,431.99,mandatory
4,1,18,431.99,432.99,optional
4,1,21,433.99,434.99,mandatory
4,1,24,436.99,437.99,mandatory
4,1,25,440.99,441.99,mandatory
4,1,26,448.99,449.99,mandatory
4,1,27,451.99,452.99,mandatory
4,1,29,453.99,454.99,optional
4,1,30,456.99,457.99,mandatory
4,1,31,460.99,461.99,optional
4,1,34,464.99,465.99,mandatory
4,1,36,466.99,467.99,optional
4,1,37,468.99,469.99,mandatory
4,1,38,473.99,474.99,mandatory
4,1,39,475.99,476.99,mandatory
4,1,42,479.99,480.99,optional
4,1,43,480.99,481.99,mandatory
4,1,44,483.99,484.99,optional
4,1,46,485.99,486.99,optional
4,1,48,487.99,488.99,optional
4,1,50,490.99,491.99,mandatory
5,1,1,434.99,435.99,mandatory
5,1,4,436.99,437.99,optional
5,1,6,441.99,442.99,optional
5,1,8,444.99,445.99,mandatory
5,1,9,445.99,446.99,optional
5,1,12,449.99,450.99,mandatory
5,1,13,451.99,452.99,mandatory
5,1,14,456.99,457.99,mandatory
5,1,16,459.99,460.99,optional
5,1,17,461.99,462.99,mandatory
5,1,21,463.99,464.99,mandatory
5,1,24,466.99,467.99,mandatory
5,1,25,470.99,471.99,mandatory
5,1,26,472,473,mandatory
5,1,27,475,476,mandatory
5,1,29,477,478,optional
5,1,30,480,481,mandatory
5,1,32,481,482,optional
5,1,33,482,483,optional
5,1,34,483,484,mandatory
5,1,35,485,486,optional
5,1,36,486,487,optional
5,1,37,488,489,mandatory
5,1,38,493,494,mandatory
5,1,39,495,496,mandatory
5,1,43,499,500,mandatory
5,1,44,502,503,optional
5,1,45,503,504,optional
5,1,47,508,509,optional
5,1,48,509,510,optional
5,1,49,511,512,optional
5,1,50,516,517,mandatory
