order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,0,-3872,2,24,427,422,432,accepted
2,1,-3815,28,31,422,417,427,accepted
3,2,-3781,32,48,514,509,519,accepted
4,3,-3772,28,44,490,485,495,accepted
5,4,-3720,27,50,506,501,511,accepted
6,5,-3645,40,44,494,489,499,accepted
7,6,-3633,32,49,514,509,519,accepted
8,7,-3612,42,43,507,502,512,accepted
9,8,-3564,31,41,512,507,517,accepted
10,9,-3555,39,44,489,484,494,accepted
11,10,-3498,2,25,426,421,431,accepted
12,11,-3482,1,2,426,421,431,accepted
13,12,-3474,38,44,472,467,477,rejected
14,13,-3420,18,24,434,429,439,accepted
15,14,-3412,23,25,489,484,494,accepted
16,15,-3402,41,49,514,509,519,accepted
17,16,-3388,30,40,458,453,463,rejected
18,17,-3387,12,22,442,437,447,accepted
19,18,-3385,40,45,521,516,526,rejected
20,19,-3371,39,40,525,520,530,accepted
21,20,-3289,26,35,405,400,410,accepted
22,21,-3267,1,11,419,414,424,accepted
23,22,-3251,47,50,519,514,524,accepted
24,23,-3237,31,36,428,423,433,accepted
25,24,-3209,34,39,483,478,488,accepted
26,25,-3178,33,47,493,488,498,accepted
27,26,-3160,33,48,435,430,440,accepted
28,27,-3130,11,22,456,451,461,accepted
29,28,-3112,8,19,451,446,456,accepted
30,29,-3102,4,6,447,442,452,accepted
31,30,-3055,35,47,500,495,505,rejected
32,31,-3038,37,47,487,482,492,accepted
33,32,-3015,4,11,447,442,452,accepted
34,33,-2996,28,48,504,499,509,accepted
35,34,-2926,33,45,499,494,504,rejected
36,35,-2914,32,38,442,437,447,accepted
37,36,-2853,17,20,413,408,418,rejected
38,37,-2833,35,40,513,508,518,accepted
39,38,-2686,14,24,468,463,473,accepted
40,39,-2632,27,39,510,505,515,accepted
41,40,-2624,8,16,460,455,465,accepted
42,41,-2580,37,41,439,434,444,rejected
43,42,-2571,26,28,430,425,435,rejected
44,43,-2568,12,19,375,370,380,accepted
45,44,-2550,47,49,519,514,524,accepted
46,45,-2546,28,36,482,477,487,accepted
47,46,-2523,26,34,502,497,507,accepted
48,47,-2468,33,50,502,497,507,rejected
49,48,-2397,11,13,482,477,487,accepted
50,49,-2377,6,16,458,453,463,rejected
51,50,-2354,40,44,469,464,474,rejected
52,51,-2318,32,34,455,450,460,rejected
53,52,-2318,26,32,421,416,426,rejected
54,53,-2296,30,35,514,509,519,accepted
55,54,-2292,31,42,511,506,516,rejected
56,55,-2246,5,19,466,461,471,rejected
57,56,-2244,34,49,513,508,518,accepted
58,57,-2220,29,44,455,450,460,rejected
59,58,-2215,38,46,483,478,488,accepted
60,59,-2212,29,43,498,493,503,rejected
61,60,-2209,27,28,467,462,472,accepted
62,61,-2164,33,47,472,467,477,accepted
63,62,-2134,33,35,474,469,479,accepted
64,63,-2121,35,49,458,453,463,rejected
65,64,-2086,3,10,435,430,440,rejected
66,65,-2082,43,45,469,464,474,rejected
67,66,-2061,17,23,476,471,481,accepted
68,67,-2030,34,50,456,451,461,rejected
69,68,-2024,45,48,506,501,511,accepted
70,69,-2006,38,49,516,511,521,rejected
71,70,-2006,9,13,428,423,433,accepted
72,71,-1991,37,40,419,414,424,accepted
73,72,-1931,18,22,421,416,426,rejected
74,73,-1913,34,36,428,423,433,accepted
75,74,-1877,26,31,483,478,488,rejected
76,75,-1841,37,38,479,474,484,accepted
77,76,-1768,48,49,515,510,520,rejected
78,77,-1714,16,21,458,453,463,rejected
79,78,-1700,30,39,491,486,496,accepted
80,79,-1574,40,43,501,496,506,rejected
81,80,-1550,40,41,524,519,529,accepted
82,81,-1518,28,42,427,422,432,rejected
83,82,-1478,5,20,459,454,464,rejected
84,83,-1454,36,43,482,477,487,accepted
85,84,-1420,32,35,457,452,462,rejected
86,85,-1417,42,46,504,499,509,rejected
87,86,-1324,33,49,450,445,455,rejected
88,87,-1289,20,23,472,467,477,rejected
89,88,-1287,36,50,439,434,444,rejected
90,89,-1285,9,16,451,446,456,accepted
91,90,-1228,33,39,460,455,465,rejected
92,91,-1227,29,49,474,469,479,accepted
93,92,-1159,39,46,464,459,469,accepted
94,93,-1158,36,49,478,473,483,accepted
95,94,-1151,29,44,487,482,492,rejected
96,95,-1151,18,20,413,408,418,rejected
97,96,-1119,35,41,502,497,507,rejected
98,97,-1089,37,43,494,489,499,accepted
99,98,-1086,30,44,511,506,516,rejected
100,99,-1033,39,42,443,438,448,rejected
