vehicle,trip,stop,arrival,departure,stop_type
1,1,1,360,361,mandatory
1,1,8,364,365,mandatory
1,1,12,368,369,mandatory
1,1,13,370,371,mandatory
1,1,14,375,376,mandatory
1,1,17,379,380,mandatory
1,1,21,381,382,mandatory
1,1,24,384,385,mandatory
1,1,25,388,389,mandatory
1,1,26,434,435,mandatory
1,1,27,437,438,mandatory
1,1,30,440,441,mandatory
1,1,33,442,443,optional
1,1,34,443,444,mandatory
1,1,37,447,448,mandatory
1,1,38,452,453,mandatory
1,1,39,454,455,mandatory
1,1,43,458,459,mandatory
1,1,45,461,462,optional
1,1,50,467,468,mandatory
1,2,1,468,469,mandatory
1,2,5,472,473,optional
1,2,8,475,476,mandatory
1,2,12,479,480,mandatory
1,2,13,481,482,mandatory
1,2,14,486,487,mandatory
1,2,17,490,491,mandatory
1,2,19,492,493,optional
1,2,21,493,494,mandatory
1,2,24,496,497,mandatory
1,2,25,500,501,mandatory
1,2,26,501,502,mandatory
1,2,27,504,505,mandatory
1,2,30,507,508,mandatory
1,2,32,508,509,optional
1,2,34,510,511,mandatory
1,2,37,514,515,mandatory
1,2,38,519,520,mandatory
1,2,39,521,522,mandatory
1,2,41,527,528,optional
1,2,43,530,531,mandatory
1,2,44,533,534,optional
1,2,48,536,537,optional
1,2,50,539,540,mandatory
2,1,1,360,361,mandatory
2,1,8,364,365,mandatory
2,1,12,368,369,mandatory
2,1,13,370,371,mandatory
2,1,14,375,376,mandatory
2,1,17,379,380,mandatory
2,1,21,381,382,mandatory
2,1,24,384,385,mandatory
2,1,25,388,389,mandatory
2,1,26,401,402,mandatory
2,1,27,404,405,mandatory
2,1,30,407,408,mandatory
2,1,34,409,410,mandatory
2,1,37,413,414,mandatory
2,1,38,418,419,mandatory
2,1,39,420,421,mandatory
2,1,40,425,426,optional
2,1,41,426,427,optional
2,1,43,429,430,mandatory
2,1,50,433,434,mandatory
2,2,1,441,442,mandatory
2,2,8,445,446,mandatory
2,2,11,448,449,optional
2,2,12,453,454,mandatory
2,2,13,455,456,mandatory
2,2,14,460,461,mandatory
2,2,15,462,463,optional
2,2,17,464,465,mandatory
2,2,21,466,467,mandatory
2,2,24,469,470,mandatory
2,2,25,473,474,mandatory
2,2,26,474,475,mandatory
2,2,27,477,478,mandatory
2,2,30,480,481,mandatory
2,2,34,482,483,mandatory
2,2,37,486,487,mandatory
2,2,38,491,492,mandatory
2,2,39,493,494,mandatory
2,2,40,498,499,optional
2,2,43,501,502,mandatory
2,2,48,505,506,optional
2,2,50,508,509,mandatory
3,1,1,360,361,mandatory
3,1,8,364,365,mandatory
3,1,12,368,369,mandatory
3,1,13,370,371,mandatory
3,1,14,375,376,mandatory
3,1,17,379,380,mandatory
3,1,21,381,382,mandatory
3,1,24,384,385,mandatory
3,1,25,388,389,mandatory
3,1,26,452,453,mandatory
3,1,27,455,456,mandatory
3,1,30,458,459,mandatory
3,1,34,460,461,mandatory
3,1,36,462,463,optional
3,1,37,464,465,mandatory
3,1,38,469,470,mandatory
3,1,39,471,472,mandatory
3,1,41,477,478,optional
3,1,43,480,481,mandatory
3,1,47,483,484,optional
3,1,50,485,486,mandatory
4,1,1,374,375,mandatory
4,1,8,378,379,mandatory
4,1,12,382,383,mandatory
4,1,13,384,385,mandatory
4,1,14,389,390,mandatory
4,1,17,393,394,mandatory
4,1,20,397,398,optional
4,1,21,401,402,mandatory
4,1,22,404,405,optional
4,1,24,406,407,mandatory
4,1,25,410,411,mandatory
4,1,26,418,419,mandatory
4,1,27,421,422,mandatory
4,1,30,424,425,mandatory
4,1,33,426,427,optional
4,1,34,427,428,mandatory
4,1,37,431,432,mandatory
4,1,38,436,437,mandatory
4,1,39,438,439,mandatory
4,1,42,442,443,optional
4,1,43,443,444,mandatory
4,1,44,446,447,optional
4,1,48,449,450,optional
4,1,50,452,453,mandatory
4,2,1,453,454,mandatory
4,2,8,457,458,mandatory
4,2,12,461,462,mandatory
4,2,13,463,464,mandatory
4,2,14,468,469,mandatory
4,2,17,472,473,mandatory
4,2,18,473,474,optional
4,2,21,475,476,mandatory
4,2,24,478,479,mandatory
4,2,25,482,483,mandatory
4,2,26,490,491,mandatory
4,2,27,493,494,mandatory
4,2,30,496,497,mandatory
4,2,34,498,499,mandatory
4,2,37,502,503,mandatory
4,2,38,507,508,mandatory
4,2,39,509,510,mandatory
4,2,42,513,514,optional
4,2,43,514,515,mandatory
4,2,47,517,518,optional
4,2,50,519,520,mandatory
