vehicle,trip,stop,arrival,departure,stop_type
1,1,1,393.99,394.99,mandatory
1,1,8,397.99,398.99,mandatory
1,1,12,401.99,402.99,mandatory
1,1,13,403.99,404.99,mandatory
1,1,14,408.99,409.99,mandatory
1,1,17,412.99,413.99,mandatory
1,1,21,414.99,415.99,mandatory
1,1,22,417.99,418.99,optional
1,1,24,419.99,420.99,mandatory
1,1,25,423.99,424.99,mandatory
1,1,26,431.99,432.99,mandatory
1,1,27,434.99,435.99,mandatory
1,1,30,437.99,438.99,mandatory
1,1,33,439.99,440.99,optional
1,1,34,440.99,441.99,mandatory
1,1,37,444.99,445.99,mandatory
1,1,38,449.99,450.99,mandatory
1,1,39,451.99,452.99,mandatory
1,1,43,455.99,456.99,mandatory
1,1,45,458.99,459.99,optional
1,1,46,461.99,462.99,optional
1,1,50,465.99,466.99,mandatory
1,2,1,467,468,mandatory
1,2,2,470,471,optional
1,2,5,472,473,optional
1,2,8,475,476,mandatory
1,2,12,479,480,mandatory
1,2,13,481,482,mandatory
1,2,14,486,487,mandatory
1,2,15,488,489,optional
1,2,17,490,491,mandatory
1,2,19,492,493,optional
1,2,21,493,494,mandatory
1,2,24,496,497,mandatory
1,2,25,500,501,mandatory
1,2,26,501,502,mandatory
1,2,27,504,505,mandatory
1,2,30,507,508,mandatory
1,2,32,508,509,optional
1,2,34,510,511,mandatory
1,2,36,512,513,optional
1,2,37,514,515,mandatory
1,2,38,519,520,mandatory
1,2,39,521,522,mandatory
1,2,41,527,528,optional
1,2,43,530,531,mandatory
1,2,44,533,534,optional
1,2,48,536,537,optional
1,2,50,539,540,mandatory
2,1,1,360,361,mandatory
2,1,8,364,365,mandatory
2,1,12,368,369,mandatory
2,1,13,370,371,mandatory
2,1,14,375,376,mandatory
2,1,17,379,380,mandatory
2,1,21,381,382,mandatory
2,1,24,384,385,mandatory
2,1,25,388,389,mandatory
2,1,26,400.99,401.99,mandatory
2,1,27,403.99,404.99,mandatory
2,1,30,406.99,407.99,mandatory
2,1,34,408.99,409.99,mandatory
2,1,37,412.99,413.99,mandatory
2,1,38,417.99,418.99,mandatory
2,1,39,419.99,420.99,mandatory
2,1,40,424.99,425.99,optional
2,1,41,425.99,426.99,optional
2,1,43,428.99,429.99,mandatory
2,1,50,432.99,433.99,mandatory
2,2,1,433.99,434.99,mandatory
2,2,3,436.99,437.99,optional
2,2,8,440.99,441.99,mandatory
2,2,10,444.99,445.99,optional
2,2,11,445.99,446.99,optional
2,2,12,450.99,451.99,mandatory
2,2,13,452.99,453.99,mandatory
2,2,14,457.99,458.99,mandatory
2,2,15,459.99,460.99,optional
2,2,16,460.99,461.99,optional
2,2,17,462.99,463.99,mandatory
2,2,21,464.99,465.99,mandatory
2,2,24,467.99,468.99,mandatory
2,2,25,471.99,472.99,mandatory
2,2,26,473,474,mandatory
2,2,27,476,477,mandatory
2,2,30,479,480,mandatory
2,2,34,481,482,mandatory
2,2,37,485,486,mandatory
2,2,38,490,491,mandatory
2,2,39,492,493,mandatory
2,2,40,497,498,optional
2,2,41,498,499,optional
2,2,42,501,502,optional
2,2,43,502,503,mandatory
2,2,44,505,506,optional
2,2,46,507,508,optional
2,2,48,509,510,optional
2,2,50,512,513,mandatory
3,1,1,404.99,405.99,mandatory
3,1,2,407.99,408.99,optional
3,1,8,411.99,412.99,mandatory
3,1,12,415.99,416.99,mandatory
3,1,13,417.99,418.99,mandatory
3,1,14,422.99,423.99,mandatory
3,1,17,426.99,427.99,mandatory
3,1,21,428.99,429.99,mandatory
3,1,24,431.99,432.99,mandatory
3,1,25,435.99,436.99,mandatory
3,1,26,452,453,mandatory
3,1,27,455,456,mandatory
3,1,30,458,459,mandatory
3,1,34,460,461,mandatory
3,1,36,462,463,optional
3,1,37,464,465,mandatory
3,1,38,469,470,mandatory
3,1,39,471,472,mandatory
3,1,41,477,478,optional
3,1,43,480,481,mandatory
3,1,44,483,484,optional
3,1,47,487,488,optional
3,1,50,489,490,mandatory
4,1,1,373.99,374.99,mandatory
4,1,8,377.99,378.99,mandatory
4,1,12,381.99,382.99,mandatory
4,1,13,383.99,384.99,mandatory
4,1,14,388.99,389.99,mandatory
4,1,17,392.99,393.99,mandatory
4,1,20,396.99,397.99,optional
4,1,21,400.99,401.99,mandatory
4,1,22,403.99,404.99,optional
4,1,24,405.99,406.99,mandatory
4,1,25,409.99,410.99,mandatory
4,1,26,417.99,418.99,mandatory
4,1,27,420.99,421.99,mandatory
4,1,30,423.99,424.99,mandatory
4,1,32,424.99,425.99,optional
4,1,33,425.99,426.99,optional
4,1,34,426.99,427.99,mandatory
4,1,37,430.99,431.99,mandatory
4,1,38,435.99,436.99,mandatory
4,1,39,437.99,438.99,mandatory
4,1,42,441.99,442.99,optional
4,1,43,442.99,443.99,mandatory
4,1,44,445.99,446.99,optional
4,1,45,446.99,447.99,optional
4,1,48,450.99,451.99,optional
4,1,50,453.99,454.99,mandatory
4,2,1,455,456,mandatory
4,2,8,459,460,mandatory
4,2,12,463,464,mandatory
4,2,13,465,466,mandatory
4,2,14,470,471,mandatory
4,2,17,474,475,mandatory
4,2,18,475,476,optional
4,2,19,476,477,optional
4,2,21,477,478,mandatory
4,2,24,480,481,mandatory
4,2,25,484,485,mandatory
4,2,26,489,490,mandatory
4,2,27,492,493,mandatory
4,2,30,495,496,mandatory
4,2,34,497,498,mandatory
4,2,36,499,500,optional
4,2,37,501,502,mandatory
4,2,38,506,507,mandatory
4,2,39,508,509,mandatory
4,2,41,514,515,optional
4,2,42,517,518,optional
4,2,43,518,519,mandatory
4,2,45,521,522,optional
4,2,46,524,525,optional
4,2,47,527,528,optional
4,2,50,529,530,mandatory
