order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,0,-3835,36,43,467,462.0,472.0,accepted
2,1,-3781,32,48,514,509.0,519.0,accepted
3,2,-3674,30,37,508,503.0,513.0,accepted
4,3,-3663,41,44,527,522.0,532.0,accepted
5,4,-3636,38,42,504,499.0,509.0,accepted
6,5,-3503,39,40,489,484.0,494.0,accepted
7,6,-3131,26,34,458,453.0,463.0,accepted
8,7,-3026,1,18,457,452.0,462.0,accepted
9,8,-2852,19,24,489,484.0,494.0,accepted
10,9,-2658,30,38,499,494.0,504.0,accepted
11,10,-2631,27,41,504,499.0,509.0,accepted
12,11,-2610,20,22,398,393.0,403.0,accepted
13,12,-2566,30,39,480,475.0,485.0,accepted
14,13,-2345,42,44,448,443.0,453.0,accepted
15,14,-2333,41,47,475,470.0,480.0,accepted
16,15,-2315,30,48,476,471.0,481.0,accepted
17,16,-2277,33,45,444,439.0,449.0,accepted
18,17,-2119,11,15,450,445.0,455.0,accepted
19,18,-1991,37,40,419,414.0,424.0,accepted
20,19,-1599,14,21,467,462.0,472.0,accepted
21,20,-1358,42,48,523,518.0,528.0,rejected
22,21,-1339,33,48,424,419.0,429.0,accepted
23,22,-1306,41,46,507,502.0,512.0,rejected
24,23,-1280,30,41,405,400.0,410.0,accepted
25,24,-1226,5,14,478,473.0,483.0,accepted
26,25,-1089,37,43,494,489.0,499.0,rejected
27,26,-1038,27,32,507,502.0,512.0,accepted
28,27,-1026,35,36,455,450.0,460.0,rejected
29,28,-992,34,38,458,453.0,463.0,accepted
30,29,-940,39,47,510,505.0,515.0,accepted
