order,request_id,request_time,origin,destination,desired_time,ptw_lb,ptw_ub,decision
1,0,-3845,31,50,460,455.0,465.0,accepted
2,1,-3843,29,33,467,462.0,472.0,accepted
3,2,-3785,43,50,454,449.0,459.0,accepted
4,3,-3762,35,36,468,463.0,473.0,accepted
5,4,-3758,1,17,419,414.0,424.0,accepted
6,5,-3692,38,39,445,440.0,450.0,accepted
7,6,-3541,46,50,450,445.0,455.0,accepted
8,7,-3522,32,45,483,478.0,488.0,accepted
9,8,-3382,31,37,475,470.0,480.0,accepted
10,9,-3237,31,36,428,423.0,433.0,accepted
11,10,-3192,29,36,512,507.0,517.0,accepted
12,11,-3168,13,19,483,478.0,488.0,accepted
13,12,-3131,26,34,458,453.0,463.0,accepted
14,13,-3040,40,48,523,518.0,528.0,accepted
15,14,-3001,14,24,464,459.0,469.0,accepted
16,15,-3000,33,39,417,412.0,422.0,accepted
17,16,-2929,4,12,442,437.0,447.0,accepted
18,17,-2912,10,23,482,477.0,487.0,accepted
19,18,-2859,31,45,493,488.0,498.0,accepted
20,19,-2417,42,49,526,521.0,531.0,rejected
21,20,-2274,32,36,494,489.0,499.0,rejected
22,21,-2195,34,45,464,459.0,469.0,accepted
23,22,-2177,4,11,454,449.0,459.0,accepted
24,23,-2113,32,33,515,510.0,520.0,accepted
25,24,-2058,44,46,510,505.0,515.0,rejected
26,25,-2026,30,32,506,501.0,511.0,rejected
27,26,-2020,34,45,487,482.0,492.0,accepted
28,27,-2014,1,24,407,402.0,412.0,rejected
29,28,-2013,22,25,455,450.0,460.0,accepted
30,29,-2007,28,46,474,469.0,479.0,rejected
31,30,-1979,46,47,460,455.0,465.0,accepted
32,31,-1976,40,41,432,427.0,437.0,accepted
33,32,-1842,1,21,448,443.0,453.0,accepted
34,33,-1828,28,29,464,459.0,469.0,rejected
35,34,-1788,37,43,475,470.0,480.0,accepted
36,35,-1774,26,41,452,447.0,457.0,accepted
37,36,-1714,16,21,458,453.0,463.0,rejected
38,37,-1663,10,19,432,427.0,437.0,accepted
39,38,-1632,45,46,465,460.0,470.0,rejected
40,39,-1583,47,49,500,495.0,505.0,accepted
41,40,-1551,10,14,426,421.0,431.0,accepted
42,41,-1458,36,45,492,487.0,497.0,rejected
43,42,-1400,13,16,464,459.0,469.0,accepted
44,43,-1348,8,12,464,459.0,469.0,rejected
45,44,-1245,8,19,464,459.0,469.0,rejected
46,45,-1158,36,49,478,473.0,483.0,rejected
47,46,-1087,34,37,493,488.0,498.0,rejected
48,47,-1078,30,44,495,490.0,500.0,accepted
49,48,-1062,9,10,447,442.0,452.0,rejected
50,49,-928,33,46,514,509.0,519.0,rejected
